Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,119,61,58,51.3%,144-131,52.4%,1293-1269,50.5%,21-27,43.8%,6,90.1%,11.3%,16.7%,2.6%,57.0%,79.1%,57.1%,69.6%,31.1%,50.5%,1.02
Clay,68,34,34,50.0%,89-90,49.7%,849-854,49.9%,12-13,48.0%,0,,,,,,,,,,,
Grass,51,33,18,64.7%,89-59,60.1%,779-690,53.0%,17-13,56.7%,1,70.6%,5.9%,14.0%,9.6%,58.8%,65.7%,48.9%,58.8%,24.5%,43.3%,0.59
Carpet,58,27,31,46.6%,62-61,50.4%,584-590,49.7%,13-15,46.4%,2,88.0%,7.7%,9.4%,3.5%,54.4%,75.3%,52.6%,64.9%,27.0%,46.7%,0.77
Grand Slams,56,31,25,55.4%,96-85,53.0%,851-817,51.0%,21-18,53.8%,1,70.6%,5.9%,14.0%,9.6%,58.8%,65.7%,48.9%,58.8%,24.5%,43.3%,0.59
Masters,34,16,18,47.1%,42-40,51.2%,372-364,50.5%,2-6,25.0%,0,,,,,,,,,,,
Other Tours,167,84,83,50.3%,165-159,50.9%,1518-1515,50.0%,36-40,47.4%,8,89.6%,10.3%,14.7%,2.8%,56.3%,78.1%,55.8%,68.4%,30.1%,49.5%,0.95
Best of 5,99,59,40,59.6%,189-147,56.3%,1678-1562,51.8%,27-22,55.1%,1,70.6%,5.9%,14.0%,9.6%,58.8%,65.7%,48.9%,58.8%,24.5%,43.3%,0.59
Best of 3,197,96,101,48.7%,195-194,50.1%,1827-1841,49.8%,36-46,43.9%,8,89.6%,10.3%,14.7%,2.8%,56.3%,78.1%,55.8%,68.4%,30.1%,49.5%,0.95
Finals,4,2,2,50.0%,5-4,55.6%,51-44,53.7%,1-2,33.3%,0,,,,,,,,,,,
Semi-finals,11,4,7,36.4%,8-16,33.3%,99-127,43.8%,4-1,80.0%,0,,,,,,,,,,,
Quarter-finals,19,11,8,57.9%,24-18,57.1%,204-187,52.2%,3-5,37.5%,0,,,,,,,,,,,
vs Righties,254,137,117,53.9%,340-291,53.9%,3073-2961,50.9%,52-54,49.1%,6,87.5%,12.7%,14.7%,4.2%,57.1%,77.0%,56.4%,68.2%,31.4%,50.1%,0.99
vs Lefties,41,17,24,41.5%,41-50,45.1%,414-436,48.7%,11-14,44.0%,3,84.8%,2.9%,14.5%,3.2%,55.7%,74.0%,51.0%,63.8%,23.9%,45.0%,0.66
vs Top 10,35,7,28,20.0%,28-64,30.4%,372-491,43.1%,6-9,40.0%,1,90.0%,0.0%,11.1%,2.8%,58.3%,76.2%,43.3%,62.5%,18.3%,42.4%,0.49
