Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,5,Hard,14,9,5,64.3%,6,2,4,33.3%,1985,1990,SF,0,,,,,,,,,,
Roland Garros,8,Clay,12,4,8,33.3%,9,2,7,22.2%,1982,1990,R32,0,,,,,,,,,,
Wimbledon,7,Grass,23,16,7,69.6%,22,15,7,68.2%,1985,1991,SF,1,0.59,14.0%,9.6%,58.8%,65.7%,48.9%,58.8%,24.5%,44.4%,33.3%
US Open,5,Hard,7,2,5,28.6%,2,2,0,100.0%,1985,1989,R32,0,,,,,,,,,,
Olympics,1,,2,1,1,50.0%,1,0,1,0.0%,1988,1988,R32,0,,,,,,,,,,
Davis Cup,12,,39,24,15,61.5%,8,4,4,50.0%,1981,1992,,0,,,,,,,,,,
Montreal / Toronto,5,Hard,11,6,5,54.5%,3,0,3,0.0%,1984,1988,QF,0,,,,,,,,,,
Queen's Club,5,Grass,10,5,5,50.0%,3,1,2,33.3%,1985,1990,SF,0,,,,,,,,,,
Forest Hills,4,Clay,15,11,4,73.3%,6,2,4,33.3%,1986,1989,F,0,,,,,,,,,,
Tokyo Indoor,4,Carpet,8,4,4,50.0%,3,1,2,33.3%,1985,1989,SF,0,,,,,,,,,,
Stockholm,4,Carpet,6,2,4,33.3%,0,0,0,-,1984,1989,R32,0,,,,,,,,,,
Monte Carlo,4,Clay,5,1,4,20.0%,3,3,0,100.0%,1986,1989,R16,0,,,,,,,,,,
