Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
1992,,,,,,,,,,,545,33,,
1991,141,,88,1763,98,1690,54,1780,32,1746,164,321,,
1990,304,,123,1658,109,1626,80,1691,44,1711,119,450,,
1989,76,,67,1790,72,1710,46,1776,12,1829,40,,,
1988,31,,42,1850,43,1784,30,1839,11,1850,62,,,
1987,22,,22,1932,22,1854,35,1811,10,1899,14,,,
1986,40,,41,1835,58,1719,65,1719,15,1853,2,,,
1985,35,,18,1949,25,1843,28,1834,12,1906,38,,,
1984,114,,110,1699,104,1629,101,1649,76,1645,226,,,
