Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
1992,2,0,2,0.0%,0-3,0.0%,15-20,42.9%,0-2,0.0%,1,90.0%,0.0%,11.1%,2.8%,58.3%,76.2%,43.3%,62.5%,18.3%,42.4%,0.49,
1991,10,3,7,30.0%,12-18,40.0%,136-158,46.3%,2-4,33.3%,6,82.9%,13.2%,14.3%,4.6%,55.8%,73.6%,55.9%,65.8%,32.0%,49.0%,0.93,R16 (Singapore)
1990,18,5,13,27.8%,15-25,37.5%,172-202,46.0%,3-9,25.0%,2,96.3%,3.7%,16.7%,2.6%,58.3%,82.1%,56.3%,71.4%,25.7%,49.9%,0.90,R16 (2x)
1989,34,17,17,50.0%,41-42,49.4%,372-396,48.4%,11-9,55.0%,0,,,,,,,,,,,,QF (2x)
1988,45,27,18,60.0%,65-42,60.7%,531-477,52.7%,12-11,52.2%,0,,,,,,,,,,,,W (Sydney Indoor)
1987,59,37,22,62.7%,88-56,61.1%,731-616,54.3%,11-11,50.0%,0,,,,,,,,,,,,SF (4x)
1986,46,23,23,50.0%,49-53,48.0%,499-514,49.3%,13-11,54.2%,0,,,,,,,,,,,,W (Houston)
1985,47,27,20,57.4%,68-51,57.1%,586-537,52.2%,8-8,50.0%,0,,,,,,,,,,,,F (Nancy)
1984,22,10,12,45.5%,26-28,48.1%,270-281,49.0%,2-1,66.7%,0,,,,,,,,,,,,QF (Kitzbuhel)
1983,5,4,1,80.0%,14-6,70.0%,100-81,55.2%,0-0,-,0,,,,,,,,,,,,
1982,6,2,4,33.3%,6-12,33.3%,71-87,44.9%,1-2,33.3%,0,,,,,,,,,,,,
1981,2,0,2,0.0%,0-5,0.0%,22-34,39.3%,0-0,-,0,,,,,,,,,,,,
Career,296,155,141,52.4%,384-341,53.0%,3505-3403,50.7%,63-68,48.1%,9,86.7%,9.6%,14.6%,3.9%,56.7%,76.1%,54.8%,66.9%,29.3%,48.6%,0.89,
