Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2023 Queens Club R32,L vs Mannarino,35.7%,42.9%,48.8%,37.9%,59.0%,66.7%,56.3%,62.8%,37.5%,65.2%,66.7%,7.4%,14.8%,44.0%,-47
2023 Doha R16,L vs Medvedev,10.6%,18.2%,47.4%,18.0%,13.3%,24.4%,51.3%,24.2%,29.4%,75.0%,100.0%,5.3%,5.3%,38.9%,-66
2022 Roland Garros Q2,L vs Blancaneaux,12.7%,23.6%,54.2%,22.0%,12.8%,25.5%,53.7%,23.6%,23.1%,78.2%,81.8%,12.5%,12.5%,57.1%,-79
2014 Charlottesville CH F,L vs Duckworth,16.7%,23.5%,49.4%,21.4%,20.0%,28.0%,53.3%,26.4%,5.7%,42.5%,75.0%,8.7%,13.0%,38.1%,-37
Career (4 matches),,18.1%,26.4%,50.5%,24.3%,22.1%,32.4%,53.3%,30.6%,20.6%,65.8%,81.5%,8.2%,11.8%,43.6%,-37
