Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,9,6,3,66.7%,13-8,61.9%,103-77,57.2%,2-1,66.7%,9,75.0%,39.3%,5.0%,1.3%,69.2%,67.0%,54.5%,63.2%,45.9%,53.9%,1.25,QF (2x)
2025,7,5,2,71.4%,10-5,66.7%,82-76,51.9%,3-1,75.0%,7,83.3%,18.4%,6.5%,3.0%,63.3%,74.0%,54.6%,66.9%,34.7%,50.5%,1.05,F (Lyon)
2024,5,1,4,20.0%,4-9,30.8%,68-76,47.2%,1-5,16.7%,5,78.3%,18.8%,6.0%,5.0%,58.0%,71.4%,47.7%,61.4%,36.7%,49.0%,0.95,R16 (Saint-Tropez)
2023,46,30,16,65.2%,64-36,64.0%,521-414,55.7%,6-5,54.5%,46,80.7%,30.8%,6.2%,3.5%,58.9%,72.1%,53.8%,64.5%,41.4%,52.8%,1.17,W (Vilnius)
2022,25,13,12,52.0%,30-29,50.8%,289-274,51.3%,2-5,28.6%,25,78.3%,25.4%,4.6%,1.9%,65.1%,67.9%,56.0%,63.7%,39.3%,51.3%,1.08,SF (Phoenix)
2021,42,30,12,71.4%,65-31,67.7%,518-419,55.3%,10-4,71.4%,42,82.2%,27.1%,5.5%,3.2%,63.2%,71.0%,55.6%,65.3%,39.5%,52.5%,1.14,W (Biel)
2020,24,14,10,58.3%,32-26,55.2%,297-283,51.2%,8-4,66.7%,24,77.4%,23.8%,6.9%,1.9%,66.7%,68.5%,52.6%,63.2%,37.5%,50.7%,1.02,F (Parma)
2019,44,24,20,54.5%,52-53,49.5%,509-525,49.2%,12-7,63.2%,44,73.8%,23.7%,6.1%,4.0%,62.2%,67.6%,50.4%,61.1%,37.9%,49.8%,0.97,F (Leon)
2018,30,11,19,36.7%,29-42,40.8%,325-367,47.0%,3-8,27.3%,28,70.2%,24.7%,4.7%,3.0%,64.8%,63.9%,51.8%,59.6%,37.8%,48.7%,0.94,SF (Rennes)
2017,34,20,14,58.8%,45-33,57.7%,414-374,52.5%,10-7,58.8%,34,78.0%,26.6%,5.8%,2.4%,63.2%,68.3%,52.9%,62.6%,39.3%,50.9%,1.05,F (2x)
2016,32,12,20,37.5%,29-43,40.3%,314-352,47.1%,3-4,42.9%,32,69.0%,25.5%,4.8%,4.5%,63.1%,66.2%,46.2%,58.8%,38.5%,48.7%,0.93,SF (Taipei)
2015,30,10,20,33.3%,26-43,37.7%,304-348,46.6%,5-6,45.5%,30,73.5%,19.2%,5.7%,4.2%,61.2%,67.7%,50.5%,61.0%,36.4%,48.8%,0.93,QF (2x)
2014,16,10,6,62.5%,23-14,62.2%,182-168,52.0%,5-2,71.4%,16,75.7%,27.1%,4.1%,3.9%,67.7%,67.4%,50.4%,61.9%,39.5%,51.1%,1.04,F (Charlottesville)
2012,1,0,1,0.0%,1-2,33.3%,11-15,42.3%,0-0,-,1,69.2%,15.4%,9.3%,5.3%,46.7%,68.6%,55.0%,61.3%,33.8%,47.7%,0.87,R32 (Bath)
Career,345,186,159,53.9%,423-374,53.1%,3937-3768,51.1%,70-59,54.3%,343,76.3%,25.6%,5.6%,3.3%,63.1%,68.4%,52.2%,62.4%,38.8%,50.7%,1.03,
