Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2024 Wimbledon R128,L vs Van De Zandschulp,1.07,0.75,40.6,2.1,0.0%,49.2%,3.9%,60.8%,39.3%,22.9%
2023 Wimbledon R32,L vs Shapovalov,0.96,0.83,46.4,3.7,0.0%,56.7%,1.6%,52.4%,40.8%,37.7%
2023 Wimbledon R64,W vs Ruud,0.95,1.26,42.0,4.0,4.5%,73.1%,3.3%,61.7%,34.6%,51.3%
2023 Wimbledon R128,W vs Lestienne,0.99,1.49,33.6,2.0,2.2%,64.4%,12.5%,67.5%,46.8%,56.8%
2023 Queen's Club R32,L vs Mannarino,0.69,0.78,50.8,14.3,7.9%,65.8%,6.3%,62.5%,36.7%,43.5%
2023 Doha R16,L vs Medvedev,1.01,0.70,48.8,2.7,0.0%,54.5%,0.0%,48.5%,25.8%,44.0%
2022 Wimbledon R32,L vs De Minaur,0.86,0.63,28.7,2.0,2.1%,54.2%,4.4%,64.4%,28.3%,32.0%
2022 Wimbledon R64,W vs Schwartzman,1.24,1.13,54.3,14.4,4.8%,63.9%,6.6%,53.9%,38.0%,36.4%
2022 Wimbledon R128,W vs Klein,1.21,1.12,50.4,4.8,5.4%,65.6%,4.7%,62.4%,27.3%,40.3%
2021 Wimbledon R64,L vs Schwartzman,0.91,0.77,42.5,3.3,1.7%,55.0%,0.0%,53.4%,44.1%,32.8%
2021 Wimbledon R128,W vs Cecchinato,1.04,1.65,32.9,2.2,2.2%,66.7%,15.9%,72.7%,52.6%,42.9%
2020 Roland Garros R128,L vs Vesely,1.12,0.70,38.0,3.1,1.5%,59.7%,3.1%,52.3%,30.2%,24.5%
2019 M25 Champaign IL SF,L vs Crawford,0.94,0.81,51.5,9.8,-,53.7%,-,51.4%,40.5%,41.2%
2019 Nottingham CH R64,L vs Kamke,0.84,0.57,51.9,2.1,-,62.5%,-,56.8%,32.3%,22.2%
2019 Surbiton CH R64,L vs Kubler,1.29,0.94,59.4,14.6,-,43.2%,-,51.2%,41.5%,35.3%
2019 Busan CH R32,L vs Berankis,0.83,0.89,70.1,19.5,3.7%,61.1%,10.6%,68.1%,34.7%,41.9%
2019 Busan CH R64,W vs Xia,0.98,1.41,41.6,3.9,6.5%,61.3%,11.5%,65.4%,57.6%,48.3%
2019 Puerto Vallarta CH R64,L vs Tabilo,0.82,0.75,58.4,4.6,5.1%,59.0%,13.5%,59.5%,43.9%,30.6%
2019 Leon CH F,L vs Rola,0.96,0.78,66.5,2.2,7.8%,66.7%,8.7%,54.3%,30.4%,33.3%
2019 Leon CH QF,W vs Ofner,1.11,1.17,68.6,7.2,6.8%,62.7%,3.7%,57.4%,42.0%,42.2%
2024 (1 matches),,1.07,0.75,40.6,2.1,0.0%,49.2%,3.9%,60.8%,39.3%,22.9%
2023 (5 matches),,0.92,0.99,44.0,3.4,2.8%,63.6%,4.4%,58.3%,37.7%,46.6%
2022 (3 matches),,1.14,0.99,46.6,3.9,4.5%,62.5%,5.3%,59.7%,31.3%,36.6%
2021 (2 matches),,0.97,1.04,38.7,2.6,1.9%,60.0%,6.9%,61.8%,47.2%,36.4%
2020 (1 matches),,1.12,0.70,38.0,3.1,1.5%,59.7%,3.1%,52.3%,30.2%,24.5%
Career (118 matches),,0.99,0.91,52.5,2.9,4.4%,59.7%,5.1%,59.3%,36.4%,37.9%
