Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,5,Hard,10,5,5,50.0%,6,3,3,50.0%,2015,2023,R128,10,0.95,5.4%,2.9%,63.2%,68.8%,53.6%,63.2%,35.1%,68.2%,35.5%
Roland Garros,6,Clay,12,6,6,50.0%,9,6,3,66.7%,2015,2023,R128,11,0.97,3.4%,2.6%,69.2%,65.6%,46.2%,59.6%,39.2%,61.8%,42.0%
Wimbledon,11,Grass,21,10,11,47.6%,7,2,5,28.6%,2011,2024,R32,16,0.94,5.4%,3.3%,61.2%,67.1%,50.4%,60.6%,37.2%,61.5%,36.8%
US Open,6,Hard,11,5,6,45.5%,3,1,2,33.3%,2015,2024,Q3,9,0.94,5.5%,5.0%,56.7%,68.4%,49.8%,60.4%,37.2%,60.8%,47.4%
Olympics,1,,3,2,1,66.7%,2,0,2,0.0%,2021,2021,R16,0,,,,,,,,,,
Davis Cup,1,,1,0,1,0.0%,1,0,1,0.0%,2018,2018,,1,0.82,2.9%,2.9%,60.0%,58.7%,50.0%,55.2%,36.6%,57.1%,30.0%
Washington,5,Hard,8,3,5,37.5%,4,1,3,25.0%,2015,2024,R32,7,0.91,6.1%,5.1%,56.5%,74.1%,44.9%,61.4%,35.1%,56.8%,42.9%
Eastbourne,7,Grass,12,5,7,41.7%,1,1,0,100.0%,2009,2024,R16,10,0.89,7.0%,5.3%,58.9%,67.5%,49.4%,60.1%,35.5%,65.7%,31.6%
Indian Wells Masters,3,Hard,6,3,3,50.0%,2,1,1,50.0%,2018,2024,R128,6,1.05,5.4%,3.1%,54.7%,71.1%,52.0%,62.4%,39.5%,56.3%,34.8%
Delray Beach,4,Hard,6,2,4,33.3%,1,1,0,100.0%,2015,2024,R32,6,0.87,3.5%,3.3%,61.8%,63.8%,48.0%,57.8%,36.6%,60.9%,23.7%
Newport,2,Grass,5,3,2,60.0%,0,0,0,-,2022,2023,R16,5,1.10,5.2%,5.5%,59.3%,72.7%,46.6%,62.1%,41.8%,47.8%,40.5%
Queen's Club,5,Grass,7,1,6,14.3%,1,0,1,0.0%,2012,2023,R32,7,0.83,6.1%,4.1%,62.2%,66.2%,50.3%,60.2%,33.1%,55.8%,35.5%
