Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2017 US Open R64,L vs Zhang,86.8,89.6,6.4,90.3,88.0,100,75,75.9,2.7,75.0,,81,71
2017 Roland Garros R128,L vs Bouchard,83.0,85.8,4.0,,,95,74,74.5,3.6,,,82,66
2017 Australian Open R128,L vs Errani,80.5,87.2,9.7,90.0,83.1,108,65,68.7,3.4,68.7,69.4,76,64
Career (3 matches),,82.9,87.3,6.6,90.1,84.5,108,65,71.9,3.3,71.8,69.4,82,64
