Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,47,17,30,36.2%,38-69,35.5%,435-532,45.0%,3-6,33.3%,44,54.5%,35.7%,1.4%,2.9%,68.2%,56.7%,45.4%,53.1%,44.1%,48.6%,0.94
Clay,5,1,4,20.0%,4-9,30.8%,54-67,44.6%,0-1,0.0%,5,51.1%,39.6%,1.0%,2.7%,77.3%,53.8%,44.1%,51.6%,42.6%,47.1%,0.88
Grass,6,1,5,16.7%,4-10,28.6%,55-75,42.3%,0-2,0.0%,6,54.0%,26.5%,0.7%,2.8%,73.3%,56.2%,48.0%,54.0%,38.8%,47.0%,0.84
Grand Slams,5,1,4,20.0%,4-9,30.8%,54-70,43.5%,1-2,33.3%,5,33.3%,20.0%,1.1%,2.2%,75.3%,57.9%,48.2%,55.5%,38.1%,47.4%,0.86
Premiers,4,0,4,0.0%,1-8,11.1%,24-51,32.0%,0-1,0.0%,4,40.0%,31.0%,0.8%,3.6%,68.7%,45.6%,43.6%,45.0%,41.2%,43.2%,0.75
Internationals,44,15,29,34.1%,35-65,35.0%,411-497,45.3%,1-6,14.3%,41,54.6%,35.7%,1.3%,2.8%,69.1%,56.1%,45.6%,52.9%,44.2%,48.5%,0.94
Semi-finals,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,1,50.0%,0.0%,1.7%,0.0%,73.3%,56.8%,37.5%,51.7%,29.6%,41.2%,0.61
Quarter-finals,3,1,2,33.3%,2-5,28.6%,31-34,47.7%,0-0,-,3,59.4%,36.4%,0.0%,1.9%,67.0%,58.5%,45.7%,54.2%,45.1%,49.9%,0.99
vs Righties,53,17,36,32.1%,42-81,34.1%,504-620,44.8%,3-9,25.0%,50,54.5%,35.2%,1.2%,2.8%,70.1%,56.4%,45.3%,53.1%,43.3%,48.3%,0.92
vs Lefties,5,2,3,40.0%,4-7,36.4%,40-54,42.6%,0-0,-,5,50.0%,34.8%,1.9%,3.5%,65.8%,54.3%,48.1%,52.2%,44.5%,48.4%,0.93
vs Top 10,2,0,2,0.0%,0-4,0.0%,8-24,25.0%,0-0,-,2,25.0%,25.0%,0.9%,2.8%,72.0%,42.9%,40.0%,42.1%,38.3%,40.3%,0.66
