Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2020,4,1,3,25.0%,2-6,25.0%,27-40,40.3%,0-0,-,0,,,,,,,,,,,,R16 (W25 Hong Kong)
2019,46,22,24,47.8%,50-56,47.2%,485-497,49.4%,6-5,54.5%,1,37.5%,12.5%,2.2%,2.2%,73.9%,50.0%,33.3%,45.7%,36.5%,40.8%,0.67,W (W25 Jakarta)
2018,37,19,18,51.4%,42-41,50.6%,367-377,49.3%,5-2,71.4%,0,,,,,,,,,,,,F (2x)
2017,6,1,5,16.7%,3-11,21.4%,45-77,36.9%,0-1,0.0%,3,56.7%,25.8%,2.1%,0.8%,67.8%,53.7%,47.4%,51.7%,40.0%,46.2%,0.83,R16 (Taipei)
2016,27,20,7,74.1%,41-20,67.2%,308-226,57.7%,1-1,50.0%,1,37.5%,12.5%,0.0%,2.4%,71.4%,40.0%,50.0%,42.9%,31.9%,37.1%,0.56,W (2x)
2015,36,24,12,66.7%,51-33,60.7%,418-372,52.9%,5-1,83.3%,0,,,,,,,,,,,,W (2x)
2014,38,24,14,63.2%,53-34,60.9%,432-379,53.3%,3-5,37.5%,2,-,-,0.9%,3.7%,70.4%,59.2%,34.4%,51.9%,46.6%,49.1%,0.97,F (2x)
2013,41,25,16,61.0%,55-39,58.5%,475-412,53.6%,6-3,66.7%,0,,,,,,,,,,,,W (2x)
2012,25,15,10,60.0%,34-26,56.7%,291-261,52.7%,3-3,50.0%,0,,,,,,,,,,,,F (Tsukuba 25K)
2011,1,0,1,0.0%,0-2,0.0%,7-12,36.8%,0-0,-,0,,,,,,,,,,,,R32 (Kofu 50K)
Career,261,151,110,57.9%,331-268,55.3%,2855-2653,51.8%,29-21,58.0%,7,50.0%,21.3%,1.6%,1.8%,69.4%,53.3%,43.3%,50.2%,40.5%,45.4%,0.81,
