Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2022-10-03),1109,11,,,,,,,,,,,,
2020,329,165,,,,,,,,,717,56,,
2019,313,173,306,1328,299,1295,,,,,668,57,,
2018,289,166,226,1402,227,1372,,,,,470,91,,
2018,289,166,226,1402,227,1372,,,,,470,91,,
2017,118,539,191,1476,180,1456,190,1366,180,1361,446,112,,
2016,97,680,130,1625,125,1601,165,1460,150,1457,261,228,,
2015,160,341,192,1460,191,1422,182,1393,189,1320,,,,
2014,155,340,205,1501,185,1485,228,1328,179,1344,,,,
2013,193,326,206,1511,194,1485,,,187,1382,1268,4,,
2012,321,139,,,,,,,,,1017,14,,
2011,936,13,,,,,,,,,,,,
