Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2019 Hiroshima R32,L vs Hsieh,19.3%,22.9%,36.4%,24.5%,28.3%,40.0%,50.0%,51.9%,60.0%,10.3%,13.8%,30.8%,14.3%,66.7%,50.0%,-64
2017 Miami R32,W vs Goerges,19.4%,19.4%,52.8%,21.3%,21.3%,56.8%,27.3%,48.0%,66.7%,15.8%,15.8%,43.8%,28.6%,83.3%,-,-43
2016 ITF Canberra SF,W vs Elie,12.3%,13.7%,57.1%,9.2%,10.8%,57.6%,31.0%,50.0%,66.7%,42.9%,42.9%,50.0%,0.0%,50.0%,-,47
2016 Washington R16,W vs Broady,28.2%,32.1%,66.0%,30.8%,36.5%,75.0%,42.9%,29.2%,33.3%,26.1%,26.1%,47.1%,11.1%,50.0%,100.0%,35
2016 Indian Wells R128,L vs Bouchard,18.7%,18.7%,42.4%,22.6%,22.6%,48.8%,32.0%,14.3%,0.0%,10.0%,10.0%,27.8%,8.3%,12.5%,100.0%,-14
2015 Tokyo R16,L vs Mchale,9.0%,13.4%,33.9%,10.4%,16.7%,34.9%,28.0%,39.1%,44.4%,5.9%,5.9%,31.3%,14.3%,60.0%,50.0%,-58
Career (6 matches),,18.1%,20.3%,47.6%,19.5%,22.3%,52.0%,35.5%,39.3%,51.6%,15.7%,16.5%,36.1%,13.5%,57.1%,62.5%,-7
