Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2023 Shanghai R32,L vs Hurkacz,30% (3/10),0% (0/3),0/2,30% (3/10),33% (1/3),0/0,0/0,2/2,0/0,1/1
2023 US Open R64,L vs Norrie,44% (7/16),43% (3/7),1/6,44% (7/16),14% (1/7),2/3,0/0,3/3,0/0,1/1
2023 US Open R128,W vs Kokkinakis,44% (8/18),38% (3/8),0/1,16% (3/19),67% (2/3),3/3,3/3,1/1,1/1,0/0
2023 US Open Q3,W vs Mayo,30% (3/10),67% (2/3),0/0,9% (1/11),100% (1/1),1/1,1/1,0/0,1/1,0/0
2023 Australian Open R128,L vs De Minaur,8% (1/12),0% (0/1),0/5,62% (8/13),25% (2/8),0/0,0/0,1/2,0/0,0/1
2019 M25 Nonthaburi SF,L vs Fayziev,25% (2/8),0% (0/2),0/2,50% (4/8),0% (0/4),0/0,0/0,0/2,0/0,0/1
2019 M25 Nonthaburi QF,W vs Shimizu,40% (4/10),75% (3/4),0/1,18% (2/11),0% (0/2),2/3,1/1,1/1,1/1,0/0
2019 M25 Taipei R32,L vs Ochi,44% (4/9),50% (2/4),2/5,56% (5/9),0% (0/5),0/2,0/0,1/1,0/0,1/1
2019 M25 Shenzhen R32,W vs Singh,71% (5/7),100% (5/5),1/1,25% (2/8),50% (1/2),3/4,1/2,0/0,1/1,0/0
2019 M25 Nonthaburi R32,W vs Singh,46% (6/13),83% (5/6),1/1,29% (4/14),25% (1/4),3/4,2/4,0/0,1/2,0/0
2019 M25 Luan R16,W vs Okamura,40% (4/10),75% (3/4),1/1,17% (2/12),50% (1/2),3/3,2/2,1/1,1/1,0/0
2019 M25 Wuhan R16,W vs Mo,56% (5/9),80% (4/5),1/2,30% (3/10),33% (1/3),3/4,2/2,0/0,1/1,0/0
2019 Taipei CH R64,L vs Santillan,0% (0/11),- (0/0),0/1,45% (5/11),80% (4/5),0/0,0/0,0/0,0/0,0/0
2019 M15 Kashiwa R32,L vs Ochi,36% (4/11),25% (1/4),0/3,27% (3/11),0% (0/3),1/1,0/1,1/1,0/0,0/0
2019 M15 Tsukuba R32,L vs Takeuchi,27% (4/15),100% (4/4),1/4,50% (8/16),25% (2/8),2/4,1/3,1/3,0/0,1/2
2019 M15 Sharm El Sheikh R32,L vs Hossam,57% (8/14),38% (3/8),1/2,27% (4/15),50% (2/4),3/3,1/1,2/2,0/0,2/2
2019 M15 Sharm El Sheikh R32,L vs Mertens,29% (2/7),0% (0/2),0/3,63% (5/8),0% (0/5),0/0,0/0,0/2,0/0,0/1
2019 M15 Sharm El Sheikh R32,L vs Krutykh,22% (2/9),50% (1/2),0/4,56% (5/9),20% (1/5),0/1,0/0,2/2,0/0,1/1
2018 Taipei CH R32,L vs Donskoy,29% (2/7),0% (0/2),0/4,71% (5/7),0% (0/5),0/0,0/0,0/1,0/0,0/0
2017 Kaohsiung CH R32,L vs Matosevic,14% (1/7),0% (0/1),0/3,63% (5/8),0% (0/5),0/0,0/0,0/2,0/0,0/1
2023 (5 matches),,33.3%,36.4%,7.1%,31.9%,31.8%,85.7%,100.0%,87.5%,100.0%,66.7%
2019 (13 matches),,37.6%,62.0%,26.7%,36.6%,25.0%,69.0%,62.5%,60.0%,83.3%,62.5%
2018 (1 matches),,28.6%,0.0%,0.0%,71.4%,0.0%,-,-,0.0%,-,-
2017 (1 matches),,14.3%,0.0%,0.0%,62.5%,0.0%,-,-,0.0%,-,0.0%
Career (20 matches),,35.2%,52.0%,17.6%,37.2%,23.8%,72.2%,70.0%,61.5%,87.5%,58.3%
