Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2023 Shanghai R32,L vs Hurkacz,0.88,0.66,43.3,2.1,5.1%,66.7%,2.9%,51.4%,30.3%,31.0%
2023 US Open R64,L vs Norrie,0.84,0.70,32.8,2.6,7.5%,56.6%,2.0%,60.0%,38.2%,31.4%
2023 US Open R128,W vs Kokkinakis,1.07,1.53,29.0,2.1,6.8%,76.3%,5.7%,69.8%,42.9%,33.3%
2023 US Open Q3,W vs Mayo,1.19,1.62,49.3,2.4,2.9%,76.5%,3.3%,66.7%,38.7%,37.9%
2023 Australian Open R128,L vs De Minaur,0.92,0.39,22.6,2.1,3.8%,62.3%,2.0%,40.8%,18.2%,23.3%
2019 M25 Nonthaburi SF,L vs Fayziev,0.87,0.58,39.5,2.2,-,58.6%,-,42.3%,35.5%,30.0%
2019 M25 Nonthaburi QF,W vs Shimizu,1.26,1.53,42.2,3.6,-,60.5%,-,73.5%,38.9%,42.4%
2019 M25 Taipei R32,L vs Ochi,0.78,0.64,51.1,2.2,-,55.6%,-,43.5%,48.5%,33.3%
2019 M25 Shenzhen R32,W vs Singh,1.26,2.73,30.9,2.0,-,75.0%,-,68.2%,50.0%,75.0%
2019 M25 Nonthaburi R32,W vs Singh,1.25,1.91,38.7,2.1,-,82.8%,-,61.5%,44.4%,38.1%
2019 M25 Luan R16,W vs Okamura,1.07,1.57,47.7,2.0,-,67.6%,-,74.1%,31.4%,55.9%
2019 M25 Wuhan R16,W vs Mo,1.37,1.66,47.4,2.9,2.8%,61.1%,6.1%,63.6%,32.3%,61.5%
2019 Taipei CH R64,L vs Santillan,1.01,0.59,63.1,2.2,8.5%,57.4%,6.5%,67.4%,11.8%,33.3%
2019 M15 Kashiwa R32,L vs Ochi,0.76,0.74,48.8,2.1,5.6%,61.1%,6.5%,64.5%,28.6%,43.9%
2019 M15 Tsukuba R32,L vs Takeuchi,0.99,0.88,65.3,3.1,-,52.0%,-,54.3%,44.4%,38.8%
2019 M15 Sharm El Sheikh R32,L vs Hossam,0.84,0.97,107.3,23.2,3.6%,70.9%,3.8%,62.3%,36.7%,40.0%
2019 M15 Sharm El Sheikh R32,L vs Mertens,0.94,0.50,35.0,2.1,0.0%,54.3%,0.0%,41.9%,34.8%,19.0%
2019 M15 Sharm El Sheikh R32,L vs Krutykh,0.78,0.64,42.6,2.2,6.3%,68.8%,0.0%,40.0%,45.5%,29.0%
2018 Taipei CH R32,L vs Donskoy,0.84,0.50,38.0,2.2,4.5%,59.1%,0.0%,33.3%,37.5%,26.1%
2017 Kaohsiung CH R32,L vs Matosevic,0.95,0.44,33.6,2.4,0.0%,55.2%,0.0%,37.0%,19.0%,31.6%
2023 (5 matches),,0.98,0.88,33.9,2.2,5.5%,67.2%,3.2%,57.6%,35.3%,31.6%
2019 (13 matches),,0.99,0.98,55.4,2.5,2.3%,62.9%,2.1%,58.9%,36.8%,40.8%
2018 (1 matches),,0.84,0.50,38.0,2.2,4.5%,59.1%,0.0%,33.3%,37.5%,26.1%
2017 (1 matches),,0.95,0.44,33.6,2.4,0.0%,55.2%,0.0%,37.0%,19.0%,31.6%
Career (20 matches),,0.98,0.91,47.5,2.4,3.3%,63.9%,2.3%,56.9%,35.9%,37.3%
