Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,365,171,194,46.8%,382-421,47.6%,3617-3757,49.1%,39-44,47.0%,340,64.6%,35.1%,2.6%,3.9%,65.0%,61.7%,44.9%,55.8%,43.5%,49.7%,0.99
Clay,102,35,67,34.3%,85-138,38.1%,932-1149,44.8%,14-12,53.8%,99,58.6%,31.3%,2.3%,3.6%,67.1%,58.8%,43.7%,53.9%,42.1%,48.1%,0.91
Grass,53,25,28,47.2%,56-59,48.7%,525-556,48.6%,9-6,60.0%,53,67.0%,29.8%,2.8%,2.7%,67.1%,62.2%,46.4%,57.0%,41.9%,49.3%,0.97
Grand Slams,90,40,50,44.4%,93-109,46.0%,906-956,48.7%,8-10,44.4%,90,65.8%,34.6%,2.4%,3.0%,66.8%,62.1%,45.3%,56.5%,43.3%,49.9%,1.00
Premiers,136,52,84,38.2%,123-179,40.7%,1303-1530,46.0%,19-17,52.8%,133,61.2%,30.4%,2.3%,3.8%,65.5%,60.7%,43.5%,54.7%,41.8%,48.3%,0.92
Internationals,203,102,101,50.2%,218-213,50.6%,2001-1985,50.2%,27-27,50.0%,189,65.2%,35.6%,3.0%,3.8%,65.6%,62.1%,45.2%,56.3%,43.9%,50.2%,1.01
Finals,6,3,3,50.0%,6-6,50.0%,55-55,50.0%,1-1,50.0%,6,62.7%,29.8%,3.5%,2.5%,65.7%,62.3%,49.3%,57.8%,40.2%,49.6%,0.95
Semi-finals,20,6,14,30.0%,14-25,35.9%,164-201,44.9%,3-3,50.0%,20,62.3%,26.4%,2.7%,3.7%,67.2%,60.1%,42.5%,54.3%,40.8%,47.5%,0.89
Quarter-finals,39,19,20,48.7%,41-45,47.7%,387-408,48.7%,3-7,30.0%,37,61.4%,34.6%,2.5%,4.0%,67.0%,61.5%,42.3%,55.2%,43.7%,49.6%,0.98
vs Righties,459,196,263,42.7%,446-564,44.2%,4443-4921,47.4%,57-58,49.6%,435,62.8%,32.8%,2.5%,3.7%,65.4%,60.8%,44.6%,55.2%,42.8%,49.0%,0.96
vs Lefties,53,28,25,52.8%,63-52,54.8%,538-496,52.0%,4-4,50.0%,50,69.2%,38.6%,2.9%,3.1%,67.5%,63.1%,47.2%,57.9%,44.3%,51.1%,1.05
vs Top 10,38,9,29,23.7%,27-63,30.0%,367-494,42.6%,5-6,45.5%,36,62.6%,25.0%,2.9%,3.6%,66.0%,59.8%,42.8%,54.0%,40.1%,47.1%,0.87
