Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,17,Hard,38,21,17,55.3%,7,2,5,28.6%,2007,2026,QF,31,1.02,2.3%,2.6%,67.8%,64.1%,44.2%,57.7%,43.3%,47.6%,49.5%
Roland Garros,15,Clay,31,16,15,51.6%,7,5,2,71.4%,2008,2025,R16,27,1.01,2.4%,3.3%,67.7%,59.8%,43.9%,54.7%,45.7%,53.9%,45.6%
Wimbledon,14,Grass,27,13,14,48.1%,7,2,5,28.6%,2010,2025,QF,20,1.03,2.3%,2.6%,66.8%,63.1%,50.1%,58.8%,42.5%,51.9%,44.6%
US Open,18,Hard,41,23,18,56.1%,4,2,2,50.0%,2007,2025,R16,30,1.08,3.2%,3.9%,65.4%,64.6%,46.6%,58.4%,44.8%,56.7%,45.9%
Olympics,1,,2,1,1,50.0%,2,1,1,50.0%,2016,2016,R32,2,0.83,0.5%,1.5%,66.8%,51.9%,49.2%,51.0%,40.9%,62.5%,76.9%
Fed Cup,7,,13,7,6,53.8%,1,0,1,0.0%,2007,2020,,4,1.30,3.9%,5.0%,62.4%,67.7%,52.6%,62.0%,49.5%,59.1%,47.6%
Miami,13,Hard,21,8,13,38.1%,2,0,2,0.0%,2011,2026,R32,20,0.92,1.4%,2.8%,67.0%,55.1%,44.1%,51.5%,44.8%,51.7%,40.4%
Indian Wells,12,Hard,21,9,12,42.9%,6,5,1,83.3%,2011,2026,R32,21,0.90,1.4%,4.6%,67.3%,55.6%,43.2%,51.6%,43.7%,51.7%,42.5%
Dubai,13,Hard,22,9,13,40.9%,3,1,2,33.3%,2010,2026,R32,21,0.95,2.2%,4.5%,62.5%,59.8%,42.9%,53.5%,44.2%,51.2%,41.9%
Doha,9,Hard,14,5,9,35.7%,2,2,0,100.0%,2011,2026,QF,14,0.91,2.6%,2.8%,66.7%,59.0%,46.3%,54.7%,41.1%,50.9%,53.4%
Brisbane,4,Hard,8,4,4,50.0%,1,1,0,100.0%,2011,2026,R16,8,0.97,5.2%,4.6%,67.3%,62.7%,43.5%,56.4%,42.2%,44.3%,43.1%
Limoges 125,2,Hard,5,3,2,60.0%,0,0,0,-,2022,2025,QF,5,1.08,2.0%,2.0%,63.6%,64.6%,53.7%,60.6%,42.5%,61.1%,58.6%
