Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2025 Hong Kong R16,L vs Kalinskaya,29% (2/7),50% (1/2),1/5,86% (6/7),0% (0/6),0/1,0/0,0/1,0/0,0/0
2025 Beijing R32,L vs Anisimova,11% (1/9),100% (1/1),0/4,56% (5/9),20% (1/5),1/1,0/1,1/1,0/0,0/0
2024 US Open R128,L vs Krueger,42% (5/12),80% (4/5),1/3,38% (5/13),0% (0/5),3/3,0/0,1/3,0/0,1/2
2024 Wimbledon R128,L vs Kasatkina,25% (2/8),50% (1/2),0/5,86% (6/7),17% (1/6),1/1,0/0,1/1,0/0,0/0
2023 Wimbledon R128,L vs Vekic,33% (3/9),33% (1/3),0/3,63% (5/8),20% (1/5),0/1,0/0,1/2,0/0,1/1
2023 Roland Garros R128,L vs Frech,14% (1/7),100% (1/1),1/5,86% (6/7),0% (0/6),0/1,0/0,0/1,0/0,0/1
2022 Tokyo QF,W vs Martic,50% (5/10),100% (5/5),1/2,40% (4/10),50% (2/4),2/3,0/2,0/0,0/1,0/0
2022 US Open R16,L vs Gauff,42% (5/12),60% (3/5),1/5,58% (7/12),29% (2/7),1/3,0/1,0/0,0/0,0/0
2022 US Open R32,W vs Marino,44% (4/9),75% (3/4),0/0,0% (0/9),- (0/0),3/3,2/2,0/0,1/1,0/0
2022 US Open R64,W vs Schmiedlova,67% (6/9),100% (6/6),2/3,50% (5/10),40% (2/5),3/5,1/1,0/0,1/1,0/0
2022 US Open R128,W vs Teichmann,56% (5/9),80% (4/5),1/1,22% (2/9),50% (1/2),4/4,2/2,0/0,1/1,0/0
2022 Cincinnati QF,L vs Sabalenka,64% (7/11),71% (5/7),3/5,73% (8/11),25% (2/8),1/5,0/1,1/2,0/0,1/1
2022 Toronto R32,L vs Halep,22% (2/9),100% (2/2),1/5,78% (7/9),29% (2/7),1/2,0/0,1/1,0/0,1/1
2022 Wimbledon R32,L vs Garcia,33% (4/12),50% (2/4),0/2,25% (3/12),33% (1/3),1/2,0/1,1/1,0/0,0/0
2022 Wimbledon R64,W vs Kostyuk,50% (5/10),60% (3/5),0/1,30% (3/10),67% (2/3),3/3,1/1,1/1,1/1,0/0
2022 Wimbledon R128,W vs Doi,63% (5/8),100% (5/5),0/1,25% (2/8),50% (1/2),4/5,2/2,0/0,1/1,0/0
2022 Rome R32,L vs Sabalenka,0% (0/7),- (0/0),0/5,71% (5/7),0% (0/5),0/0,0/0,1/1,0/0,0/0
2022 Madrid R64,L vs Halep,38% (3/8),33% (1/3),0/4,56% (5/9),0% (0/5),0/1,0/0,1/2,0/0,0/1
2022 Indian Wells R128,L vs Saville,75% (6/8),17% (1/6),0/3,67% (6/9),17% (1/6),0/1,0/0,0/2,0/0,0/1
2022 Lyon F,W vs Yastremska,36% (5/14),100% (5/5),3/4,29% (4/14),0% (0/4),5/5,2/2,1/1,1/1,0/0
2025 (2 matches),,18.8%,66.7%,11.1%,68.8%,9.1%,50.0%,0.0%,50.0%,-,-
2024 (2 matches),,35.0%,71.4%,12.5%,55.0%,9.1%,100.0%,-,50.0%,-,50.0%
2023 (2 matches),,25.0%,50.0%,12.5%,73.3%,9.1%,0.0%,-,33.3%,-,50.0%
2022 (15 matches),,43.8%,73.4%,27.3%,44.7%,26.9%,65.9%,66.7%,64.3%,85.7%,66.7%
2021 (9 matches),,33.3%,65.4%,18.8%,53.1%,16.3%,68.8%,100.0%,55.6%,100.0%,66.7%
Career (317 matches),,47.5%,77.2%,33.3%,47.3%,23.1%,66.6%,66.1%,61.1%,69.6%,53.9%
