Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2025 Hong Kong R16,L vs Kalinskaya,18.9%,24.3%,17.9%,20.0%,28.0%,15.0%,35.7%,54.5%,75.0%,20.0%,20.0%,25.0%,0.0%,20.0%,50.0%,73
2025 Beijing R32,L vs Anisimova,32.4%,35.3%,34.1%,35.9%,41.0%,44.0%,40.0%,33.3%,100.0%,29.6%,29.6%,21.1%,45.5%,37.5%,75.0%,-21
2024 US Open R128,L vs Krueger,21.3%,31.3%,48.3%,25.0%,39.3%,57.1%,40.9%,52.9%,50.0%,14.3%,14.3%,27.8%,0.0%,44.4%,0.0%,25
2023 Roland Garros R128,L vs Frech,8.6%,17.1%,32.0%,16.7%,22.2%,26.7%,33.3%,33.3%,66.7%,0.0%,20.0%,40.0%,0.0%,50.0%,0.0%,-119
2022 Tokyo SF,L vs Samsonova,18.8%,26.1%,45.5%,22.6%,32.1%,46.3%,54.2%,27.6%,66.7%,6.7%,6.7%,42.9%,16.7%,66.7%,100.0%,-47
2022 Tokyo QF,W vs Martic,17.1%,34.2%,54.1%,16.7%,35.0%,58.0%,53.8%,35.3%,33.3%,21.4%,35.7%,36.4%,28.6%,57.1%,-,47
2022 US Open R16,L vs Gauff,15.1%,30.1%,48.6%,21.1%,35.1%,44.4%,59.3%,36.7%,0.0%,6.5%,25.8%,55.2%,23.1%,22.2%,0.0%,-55
2022 Cincinnati QF,L vs Sabalenka,22.8%,29.1%,28.8%,25.0%,33.3%,35.6%,45.2%,34.5%,37.5%,17.6%,17.6%,7.1%,16.7%,45.5%,33.3%,23
2022 Toronto R32,L vs Halep,17.2%,25.9%,40.5%,18.2%,24.2%,37.0%,52.6%,42.9%,33.3%,21.1%,36.8%,46.7%,20.0%,57.1%,80.0%,65
2022 Birmingham F,L vs Haddad Maia,26.2%,40.5%,35.5%,25.8%,38.7%,34.8%,50.0%,33.3%,50.0%,27.3%,45.5%,37.5%,60.0%,50.0%,-,-104
2022 Rome R32,L vs Sabalenka,26.8%,26.8%,22.2%,36.0%,36.0%,18.8%,35.7%,18.2%,0.0%,15.4%,15.4%,27.3%,40.0%,75.0%,75.0%,25
2022 Madrid R64,L vs Halep,14.3%,26.8%,40.4%,21.2%,36.4%,38.5%,53.8%,40.0%,0.0%,4.5%,13.6%,42.9%,41.7%,70.0%,0.0%,-69
2022 Indian Wells R64,L vs Saville,11.5%,17.3%,45.2%,6.7%,13.3%,50.0%,14.3%,6.3%,0.0%,22.2%,27.8%,35.7%,0.0%,14.3%,0.0%,90
2022 Lyon F,W vs Yastremska,29.8%,31.0%,43.9%,24.0%,26.0%,50.0%,35.7%,18.2%,0.0%,40.6%,40.6%,31.6%,16.7%,35.0%,0.0%,-33
2022 Melbourne R32,L vs Burel,28.0%,34.7%,42.3%,26.7%,35.6%,42.4%,47.4%,38.5%,66.7%,32.1%,35.7%,42.1%,15.4%,46.7%,100.0%,-23
2021 Indian Wells R128,L vs Kostyuk,14.9%,29.7%,43.1%,13.0%,34.8%,50.0%,36.4%,33.3%,40.0%,21.7%,26.1%,27.8%,18.2%,50.0%,100.0%,87
2021 US Open R64,L vs Raducanu,16.1%,28.7%,44.9%,16.7%,31.7%,44.0%,24.1%,45.2%,66.7%,17.4%,26.1%,47.4%,10.0%,15.4%,0.0%,52
2021 San Jose R32,W vs Raducanu,17.9%,28.6%,57.8%,23.1%,38.5%,60.0%,41.2%,40.9%,0.0%,6.3%,6.3%,53.3%,42.9%,11.1%,0.0%,-51
2021 Nottingham F,L vs Konta,12.5%,31.3%,38.1%,15.6%,37.5%,44.4%,28.6%,66.7%,100.0%,6.3%,18.8%,26.7%,22.2%,85.7%,50.0%,-104
2021 Stuttgart R32,L vs Sabalenka,25.0%,37.5%,36.6%,27.5%,42.5%,44.8%,18.2%,55.6%,33.3%,20.0%,26.7%,16.7%,0.0%,63.6%,100.0%,-28
Last 52 Weeks (2 matches),,27.6%,31.4%,27.8%,29.7%,35.9%,31.1%,37.9%,40.0%,85.7%,27.0%,27.0%,22.2%,31.3%,33.3%,66.7%,14
Career (47 matches),,20.1%,28.4%,43.6%,21.7%,32.0%,46.3%,44.0%,38.8%,42.4%,19.2%,24.3%,38.0%,25.7%,42.7%,40.4%,36
