Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,22,12,10,54.5%,26-24,52.0%,230-228,50.2%,2-1,66.7%,22,63.3%,36.5%,3.2%,3.6%,66.9%,60.6%,44.5%,55.3%,44.9%,50.0%,1.00
Clay,3,1,2,33.3%,2-5,28.6%,28-41,40.6%,0-1,0.0%,3,50.0%,32.4%,1.8%,5.4%,67.6%,54.0%,41.7%,50.0%,40.9%,45.5%,0.82
Grass,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,1,66.7%,0.0%,5.5%,1.8%,69.1%,60.5%,41.2%,54.5%,37.3%,44.6%,0.82
Grand Slams,3,0,3,0.0%,1-6,14.3%,24-38,38.7%,0-0,-,3,58.1%,19.4%,3.6%,2.6%,63.9%,58.1%,44.3%,53.1%,41.0%,46.7%,0.87
Premiers,8,5,3,62.5%,11-8,57.9%,98-90,52.1%,1-1,50.0%,8,63.8%,40.2%,2.3%,2.8%,69.0%,58.8%,49.3%,55.9%,44.7%,50.4%,1.01
Internationals,6,4,2,66.7%,8-4,66.7%,60-50,54.5%,1-0,100.0%,6,60.3%,44.8%,4.7%,3.9%,68.1%,60.6%,40.0%,54.0%,49.5%,51.6%,1.08
Semi-finals,2,0,2,0.0%,1-2,33.3%,12-18,40.0%,1-0,100.0%,2,50.0%,22.2%,0.8%,1.5%,72.7%,51.0%,47.2%,50.0%,39.4%,44.8%,0.79
Quarter-finals,2,2,0,100.0%,4-1,80.0%,31-22,58.5%,1-0,100.0%,2,61.5%,53.8%,4.9%,2.9%,66.7%,61.0%,39.7%,53.9%,52.0%,53.0%,1.13
vs Righties,23,11,12,47.8%,24-29,45.3%,234-262,47.2%,2-2,50.0%,23,61.1%,32.9%,3.0%,3.9%,67.2%,60.0%,43.2%,54.5%,43.4%,48.8%,0.95
vs Lefties,3,2,1,66.7%,4-2,66.7%,30-19,61.2%,0-0,-,3,68.0%,54.2%,3.6%,2.6%,66.1%,58.3%,50.8%,55.7%,51.4%,53.7%,1.16
vs Top 10,3,0,3,0.0%,0-6,0.0%,19-38,33.3%,0-1,0.0%,3,51.9%,17.2%,2.8%,3.9%,64.1%,60.3%,35.4%,51.4%,33.7%,42.8%,0.69
