Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,24,20,4,83.3%,42-10,80.8%,284-163,63.5%,1-1,50.0%,23,74.6%,48.7%,2.8%,2.4%,68.6%,66.9%,50.8%,61.8%,49.6%,55.5%,1.30,W (3x)
2024,2,1,1,50.0%,2-2,50.0%,21-17,55.3%,0-1,0.0%,0,,,,,,,,,,,,R16 (W100 Takasaki)
2022,8,4,4,50.0%,10-9,52.6%,83-88,48.5%,2-0,100.0%,8,65.5%,30.6%,2.1%,1.2%,66.9%,61.5%,47.1%,56.7%,40.9%,49.0%,0.95,QF (2x)
2021,8,5,3,62.5%,12-6,66.7%,89-69,56.3%,2-0,100.0%,6,80.0%,37.7%,6.7%,3.2%,63.5%,72.1%,49.2%,63.8%,45.5%,54.5%,1.26,F (Angers)
2019,10,9,1,90.0%,18-5,78.3%,123-72,63.1%,0-0,-,5,60.7%,51.9%,1.4%,6.6%,66.8%,60.9%,43.8%,55.2%,51.2%,53.2%,1.14,W (W100 Tokyo)
2017,15,15,0,100.0%,28-3,90.3%,175-79,68.9%,0-0,-,5,72.9%,58.7%,3.6%,2.1%,68.0%,62.8%,58.9%,61.6%,54.3%,57.8%,1.41,W (3x)
2016,16,14,2,87.5%,28-8,77.8%,199-145,57.8%,5-0,100.0%,5,78.7%,39.1%,6.3%,5.2%,64.1%,69.0%,52.4%,63.1%,46.3%,54.4%,1.25,W (2x)
2015,18,10,8,55.6%,19-16,54.3%,152-138,52.4%,1-0,100.0%,0,,,,,,,,,,,,W (Tokyo $100K)
2013,33,25,8,75.8%,51-20,71.8%,375-247,60.3%,4-1,80.0%,0,,,,,,,,,,,,W (2x)
2012,22,12,10,54.5%,29-20,59.2%,247-203,54.9%,1-2,33.3%,0,,,,,,,,,,,,F (Ningbo 100K)
2011,10,5,5,50.0%,12-12,50.0%,106-98,52.0%,0-0,-,0,,,,,,,,,,,,QF (2x)
2010,37,29,8,78.4%,60-24,71.4%,439-318,58.0%,7-2,77.8%,0,,,,,,,,,,,,W (2x)
2009,36,26,10,72.2%,56-27,67.5%,439-324,57.5%,5-3,62.5%,0,,,,,,,,,,,,W (3x)
2008,11,3,8,27.3%,6-16,27.3%,77-115,40.1%,0-0,-,0,,,,,,,,,,,,QF (Gimcheon 25K)
2007,52,40,12,76.9%,85-29,74.6%,617-400,60.7%,4-3,57.1%,0,,,,,,,,,,,,W (5x)
2006,43,36,7,83.7%,73-22,76.8%,511-322,61.3%,4-2,66.7%,0,,,,,,,,,,,,W (4x)
2005,11,2,9,18.2%,7-19,26.9%,92-141,39.5%,1-2,33.3%,0,,,,,,,,,,,,R16 (2x)
2004,3,1,2,33.3%,3-4,42.9%,30-34,46.9%,0-1,0.0%,0,,,,,,,,,,,,R16 (Beijing 25K)
2003,1,0,1,0.0%,0-2,0.0%,2-12,14.3%,0-0,-,0,,,,,,,,,,,,R32 (Taizhou 25K)
Career,360,257,103,71.4%,541-254,68.1%,4061-2985,57.6%,37-18,67.3%,52,72.3%,44.7%,3.3%,3.0%,67.0%,65.6%,50.0%,60.4%,47.9%,54.1%,1.21,
