Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 Hong Kong R16,L vs Kalinskaya,2.8%,0.0%,4.7%,25.0%,8.6%,0.0%,0.0%,12.9%,22.2%,2.0%,0.0%,179,119
2025 Beijing R32,L vs Anisimova,0.0%,-,1.6%,50.0%,14.6%,41.7%,0.0%,13.3%,25.0%,0.0%,-,-32,-31
2024 US Open R128,L vs Krueger,0.0%,-,9.6%,73.3%,16.5%,13.6%,0.0%,13.8%,31.3%,0.0%,-,33,25
2023 Roland Garros R128,L vs Frech,0.0%,-,9.5%,71.4%,12.1%,21.1%,0.0%,2.6%,11.1%,0.0%,-,0,59
2022 Tokyo SF,L vs Samsonova,0.0%,-,4.5%,66.7%,14.8%,42.9%,0.0%,16.4%,50.0%,0.0%,-,-62,-66
2022 Tokyo QF,W vs Martic,0.0%,-,13.2%,82.4%,20.8%,23.1%,0.0%,21.2%,25.0%,0.0%,-,84,45
2022 US Open R16,L vs Gauff,0.0%,-,11.4%,70.0%,14.0%,42.1%,0.0%,11.7%,26.3%,0.3%,0.0%,-21,-24
2022 Cincinnati QF,L vs Sabalenka,0.0%,-,8.7%,80.0%,12.3%,16.7%,0.0%,11.1%,20.0%,0.0%,-,42,26
2022 Toronto R32,L vs Halep,0.0%,-,0.9%,100.0%,15.1%,24.0%,0.0%,9.2%,30.0%,0.0%,-,104,85
2022 Birmingham F,L vs Haddad Maia,0.0%,-,6.3%,100.0%,22.9%,28.6%,0.0%,16.7%,28.6%,1.4%,0.0%,188,121
2022 Rome R32,L vs Sabalenka,0.0%,-,2.5%,50.0%,16.0%,20.0%,0.0%,3.3%,0.0%,0.0%,-,38,51
2022 Madrid R64,L vs Halep,0.0%,-,10.5%,45.5%,19.0%,35.3%,0.0%,5.0%,16.7%,0.0%,-,165,86
2022 Indian Wells R64,L vs Saville,0.0%,-,10.2%,92.3%,11.4%,21.1%,0.0%,6.2%,11.1%,1.4%,50.0%,58,68
2022 Lyon F,W vs Yastremska,0.0%,-,3.8%,50.0%,11.6%,26.7%,0.0%,12.5%,25.0%,1.0%,0.0%,2,-8
2022 Melbourne R32,L vs Burel,0.0%,-,9.5%,38.5%,8.2%,16.2%,0.0%,0.0%,0.0%,1.5%,0.0%,98,103
2021 Indian Wells R128,L vs Kostyuk,0.0%,-,9.5%,85.7%,21.7%,25.0%,100.0%,15.7%,36.8%,0.0%,-,199,131
2021 US Open R64,L vs Raducanu,0.0%,-,3.8%,100.0%,21.1%,44.4%,0.0%,8.1%,8.3%,0.5%,0.0%,-15,-26
2021 San Jose R32,W vs Raducanu,0.0%,-,8.9%,90.9%,8.2%,25.0%,0.0%,19.7%,45.8%,0.9%,50.0%,32,14
2021 Nottingham F,L vs Konta,6.4%,33.3%,9.2%,75.0%,25.0%,40.0%,0.0%,22.6%,50.0%,1.1%,0.0%,86,5
2021 Stuttgart R32,L vs Sabalenka,0.0%,-,1.9%,50.0%,13.3%,37.5%,0.0%,14.7%,42.9%,1.0%,100.0%,35,21
Last 52 Weeks (2 matches),,1.0%,0.0%,2.8%,33.3%,12.0%,25.0%,0.0%,13.1%,23.8%,0.9%,0.0%,58,30
Career (47 matches),,0.3%,55.6%,7.6%,70.6%,13.4%,25.5%,14.0%,10.0%,26.1%,0.3%,18.8%,15,10
