Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,65,22,43,33.8%,64-104,38.1%,845-927,47.7%,20-32,38.5%,65,84.4%,11.1%,18.4%,5.5%,61.7%,77.7%,50.4%,67.3%,29.6%,48.8%,0.91
Clay,5,1,4,20.0%,3-10,23.1%,46-77,37.4%,2-0,100.0%,5,68.3%,3.3%,14.7%,7.9%,56.0%,67.8%,47.0%,58.7%,24.6%,43.3%,0.60
Grass,26,13,13,50.0%,31-35,47.0%,343-370,48.1%,15-9,62.5%,26,86.7%,8.9%,20.1%,7.1%,58.3%,81.6%,52.2%,69.3%,30.3%,49.6%,0.99
Grand Slams,19,7,12,36.8%,23-41,35.9%,285-345,45.2%,7-4,63.6%,19,78.9%,10.8%,16.0%,5.2%,61.4%,73.0%,50.3%,64.2%,29.3%,47.7%,0.82
Masters,7,1,6,14.3%,4-12,25.0%,79-91,46.5%,1-4,20.0%,7,85.4%,9.6%,17.1%,5.5%,60.5%,80.5%,47.9%,67.6%,30.9%,48.9%,0.95
Other Tours,67,28,39,41.8%,70-89,44.0%,837-890,48.5%,29-31,48.3%,67,86.6%,10.2%,19.9%,6.4%,60.3%,80.1%,51.3%,68.7%,29.7%,49.3%,0.95
Best of 5,19,7,12,36.8%,23-41,35.9%,285-345,45.2%,7-4,63.6%,19,78.9%,10.8%,16.0%,5.2%,61.4%,73.0%,50.3%,64.2%,29.3%,47.7%,0.82
Best of 3,77,29,48,37.7%,75-108,41.0%,949-1029,48.0%,30-37,44.8%,77,86.1%,9.9%,19.6%,6.3%,60.2%,80.0%,50.9%,68.4%,29.7%,49.1%,0.94
Semi-finals,1,0,1,0.0%,0-2,0.0%,8-12,40.0%,0-0,-,1,80.0%,0.0%,19.6%,13.7%,54.9%,89.3%,43.5%,68.6%,25.5%,46.2%,0.81
Quarter-finals,5,1,4,20.0%,3-8,27.3%,54-62,46.6%,0-3,0.0%,5,89.5%,5.4%,20.4%,5.0%,65.8%,79.8%,55.2%,71.4%,26.5%,48.7%,0.93
vs Righties,79,26,53,32.9%,75-128,36.9%,1006-1141,46.9%,28-35,44.4%,79,84.4%,9.2%,18.6%,5.8%,60.7%,77.7%,51.2%,67.3%,29.4%,48.6%,0.90
vs Lefties,17,10,7,58.8%,23-21,52.3%,228-233,49.5%,9-6,60.0%,17,83.9%,14.3%,19.0%,7.3%,59.7%,80.7%,48.5%,67.7%,30.5%,49.5%,0.95
vs Top 10,9,0,9,0.0%,2-23,8.0%,96-153,38.6%,1-5,16.7%,9,72.5%,4.9%,16.4%,5.5%,61.0%,71.5%,46.5%,61.8%,24.8%,44.6%,0.65
