Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2018,,,,,,,,,,,191,360,,
2017,248,209,143,1608,153,1542,188,1481,71,1612,80,1076,,
2016,180,320,150,1607,163,1537,178,1500,74,1609,49,1422,42,1727
2015,60,782,63,1762,89,1660,127,1577,27,1749,131,575,79,1546
2014,81,625,101,1680,109,1612,173,1508,51,1675,31,2370,20,1794
2013,172,307,198,1534,184,1501,242,1406,120,1537,79,988,,
2012,218,220,262,1441,255,1387,248,1406,,,305,211,,
2011,786,16,,,,,,,,,204,317,,
2010,260,180,291,1384,284,1332,256,1398,,,224,297,,
2009,279,157,288,1416,274,1371,,,125,1505,428,119,,
2008,278,133,247,1474,226,1435,,,104,1536,373,136,,
2007,341,105,,,,,,,,,296,184,,
2006,681,27,,,,,,,,,438,101,,
2005,1345,2,,,,,,,,,967,18,,
