Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,6,Hard,9,3,6,33.3%,5,3,2,60.0%,2009,2018,R32,9,0.84,17.0%,5.4%,62.0%,73.2%,47.9%,63.6%,30.6%,54.2%,44.7%
Roland Garros,2,Clay,2,0,2,0.0%,1,1,0,100.0%,2015,2016,R128,2,0.48,14.5%,5.7%,54.9%,61.3%,47.1%,54.9%,21.7%,40.9%,20.0%
Wimbledon,3,Grass,5,2,3,40.0%,4,2,2,50.0%,2014,2016,R32,5,0.95,18.0%,4.0%,62.9%,77.4%,52.9%,68.3%,30.0%,64.9%,28.1%
US Open,2,Hard,4,2,2,50.0%,2,1,1,50.0%,2014,2015,R64,4,0.85,10.7%,6.7%,58.6%,71.9%,54.2%,64.6%,30.3%,64.3%,42.9%
Davis Cup,2,,3,0,3,0.0%,2,0,2,0.0%,2016,2017,,3,0.75,18.7%,6.9%,58.1%,76.2%,47.6%,64.2%,26.8%,35.7%,16.7%
Brisbane,5,Hard,10,5,5,50.0%,11,5,6,45.5%,2013,2018,QF,10,1.00,21.1%,2.9%,65.2%,81.1%,53.0%,71.3%,28.8%,74.5%,28.6%
Newport,4,Grass,10,6,4,60.0%,7,5,2,71.4%,2009,2017,SF,10,1.04,18.8%,10.1%,51.8%,82.4%,53.2%,68.3%,32.8%,61.4%,45.5%
Washington,4,Hard,8,4,4,50.0%,5,2,3,40.0%,2013,2016,QF,8,1.11,22.5%,6.2%,61.1%,82.6%,48.6%,69.4%,33.9%,71.4%,31.1%
Nottingham,3,Grass,6,3,3,50.0%,8,6,2,75.0%,2008,2016,R16,6,1.14,21.5%,5.4%,61.4%,83.3%,51.9%,71.2%,32.8%,73.1%,25.0%
Sydney,3,Hard,3,0,3,0.0%,5,1,4,20.0%,2014,2016,R32,3,0.88,20.3%,4.7%,65.2%,77.8%,45.8%,66.7%,29.2%,63.2%,35.7%
Indian Wells Masters,3,Hard,3,0,3,0.0%,3,0,3,0.0%,2014,2016,R128,3,0.90,15.4%,8.3%,59.6%,76.9%,43.3%,63.3%,33.1%,68.4%,31.3%
