Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2025 W50 Selva Gardena QF,L vs Noha Akugue,0% (0/8),- (0/0),0/3,63% (5/8),20% (1/5),0/0,0/0,1/2,0/0,0/1
2025 s Hertogenbosch R32,L vs Sun,38% (3/8),33% (1/3),1/4,75% (6/8),17% (1/6),1/1,0/0,0/1,0/0,0/1
2025 (2 matches),,18.8%,33.3%,14.3%,68.8%,18.2%,100.0%,-,33.3%,-,0.0%
Career (2 matches),,18.8%,33.3%,14.3%,68.8%,18.2%,100.0%,-,33.3%,-,0.0%
