Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,21,8,13,38.1%,19-31,38.0%,194-250,43.7%,1-3,25.0%,17,56.5%,42.6%,1.6%,4.9%,64.3%,56.8%,45.1%,52.6%,41.5%,47.3%,0.88
Clay,12,4,8,33.3%,10-19,34.5%,113-153,42.5%,2-1,66.7%,8,55.6%,11.1%,2.3%,6.9%,63.0%,57.4%,36.1%,49.5%,43.8%,46.6%,0.87
Grass,2,0,2,0.0%,1-4,20.0%,16-28,36.4%,0-0,-,2,61.5%,21.4%,2.2%,5.1%,57.7%,59.5%,37.9%,50.4%,34.3%,42.4%,0.69
Grand Slams,4,0,4,0.0%,0-8,0.0%,15-48,23.8%,0-0,-,3,-,-,1.2%,7.6%,60.6%,49.5%,31.3%,42.4%,36.7%,39.6%,0.64
Premiers,4,1,3,25.0%,2-7,22.2%,29-54,34.9%,1-0,100.0%,4,-,-,1.6%,8.4%,62.8%,54.8%,29.0%,45.2%,38.9%,42.0%,0.71
Internationals,18,7,11,38.9%,18-27,40.0%,185-225,45.1%,2-3,40.0%,15,47.1%,16.7%,2.0%,4.9%,62.4%,59.1%,45.7%,54.0%,42.7%,48.4%,0.93
Quarter-finals,2,0,2,0.0%,1-4,20.0%,20-31,39.2%,1-1,50.0%,1,-,-,0.0%,2.4%,58.5%,56.9%,51.0%,54.5%,42.5%,48.7%,0.93
vs Righties,29,9,20,31.0%,22-46,32.4%,247-353,41.2%,3-3,50.0%,22,50.0%,36.6%,1.3%,6.1%,62.9%,54.6%,40.1%,49.2%,41.5%,45.4%,0.82
vs Lefties,6,3,3,50.0%,8-8,50.0%,76-78,49.4%,0-1,0.0%,5,67.9%,31.0%,3.5%,3.3%,65.3%,65.2%,48.4%,59.4%,42.5%,50.9%,1.05
vs Top 10,2,0,2,0.0%,0-4,0.0%,12-25,32.4%,0-0,-,1,-,-,0.0%,8.3%,71.7%,55.8%,41.2%,51.7%,34.4%,43.0%,0.71
