Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2019 W25 Grodzisk Mazowiecki SF,L vs Chwalinska,50% (2/4),100% (2/2),0/0,0/0,33% (3/9),1/3,1/2,- (0/0),- (0/0)
2019 W25 Grodzisk Mazowiecki QF,W vs Eikeri,45% (5/11),60% (6/10),2/5,1/2,44% (4/9),0/0,0/0,100% (5/5),40% (2/5)
2019 W25 Darmstadt R16,L vs Govortsova,- (0/0),100% (2/2),0/0,0/0,46% (6/13),2/4,1/2,- (0/0),- (0/0)
2019 W25 Osprey FL R16,L vs Arconada,50% (5/10),25% (1/4),0/0,0/0,60% (6/10),2/4,0/1,- (0/0),- (0/0)
2019 W25 Osprey FL R32,W vs Zlochova,43% (6/14),60% (6/10),2/4,1/2,75% (6/8),0/0,0/0,- (0/0),- (0/0)
2019 W25 Pelham AL R16,L vs Dolehide,50% (2/4),33% (2/6),0/0,0/0,33% (3/9),0/2,0/1,- (0/0),- (0/0)
2019 W25 Pelham AL R32,W vs Rodriguez,42% (5/12),70% (7/10),2/5,1/4,50% (2/4),0/0,0/0,- (0/0),- (0/0)
2019 W25 Jackson MS R16,L vs Volynets,43% (3/7),14% (1/7),0/0,0/0,58% (7/12),0/2,0/1,- (0/0),- (0/0)
2019 W25 Altenkirchen R32,L vs Ivakhnenko,67% (8/12),33% (3/9),1/2,0/0,58% (7/12),3/5,3/4,- (0/0),- (0/0)
2018 Strasbourg R32,L vs Diyas,83% (5/6),25% (1/4),0/0,0/0,0% (0/4),0/2,0/1,- (0/0),- (0/0)
2017 Nules $25K R16,L vs Eikeri,100% (1/1),33% (1/3),0/0,0/0,14% (1/7),1/3,0/1,- (0/0),- (0/0)
2017 Nules $25K R32,W vs Lechemia,67% (8/12),100% (4/4),2/2,1/1,50% (1/2),0/0,0/0,83% (5/6),40% (2/5)
2017 Zawada Near Opole $25K F,L vs Chiesa,63% (10/16),33% (2/6),1/2,0/0,50% (4/8),1/3,0/1,- (0/0),- (0/0)
2017 Zawada Near Opole $25K SF,W vs Chwalinska,64% (9/14),60% (3/5),2/4,1/2,86% (6/7),0/0,0/0,67% (4/6),50% (3/6)
2017 Zawada Near Opole $25K QF,W vs Schoofs,63% (10/16),15% (2/13),2/8,1/1,60% (3/5),0/0,0/0,80% (8/10),55% (6/11)
2017 Zawada Near Opole $25K R16,W vs Sumova,54% (7/13),71% (5/7),2/2,1/1,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2017 Zawada Near Opole $25K R32,W vs Skamlova,89% (8/9),45% (5/11),2/2,1/1,50% (2/4),0/0,0/0,- (0/0),- (0/0)
2017 Shrewsbury $25K R32,L vs Melnikova,58% (7/12),45% (5/11),1/2,0/0,40% (4/10),0/2,0/1,- (0/0),- (0/0)
2017 Joue Les Tours $25K R16,L vs Zavatska,34% (10/29),50% (4/8),1/8,0/1,71% (12/17),1/3,1/2,25% (1/4),0% (0/4)
2017 Joue Les Tours $25K R32,W vs Webley Smith,79% (15/19),50% (4/8),2/6,1/1,71% (5/7),3/4,0/0,50% (4/8),38% (3/8)
2019 (9 matches),,48.6%,50.0%,43.8%,37.5%,51.2%,40.0%,45.5%,100.0%,40.0%
2018 (1 matches),,83.3%,25.0%,-,-,0.0%,0.0%,0.0%,-,-
2017 (28 matches),,56.4%,50.4%,50.7%,60.0%,53.2%,40.0%,13.3%,54.7%,38.9%
2016 (28 matches),,58.8%,47.9%,67.3%,63.2%,48.5%,42.6%,33.3%,42.9%,44.4%
2015 (8 matches),,58.3%,54.5%,61.1%,80.0%,57.6%,52.6%,33.3%,44.4%,52.9%
Career (114 matches),,55.2%,47.7%,56.1%,55.7%,52.1%,42.8%,37.5%,53.7%,41.4%
