Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2020,3,0,3,0.0%,3-6,33.3%,34-43,44.2%,0-0,-,0,,,,,,,,,,,,R32 (3x)
2019,39,21,18,53.8%,48-42,53.3%,421-406,50.9%,3-1,75.0%,0,,,,,,,,,,,,SF (2x)
2018,43,21,22,48.8%,53-51,51.0%,497-480,50.9%,3-6,33.3%,0,,,,,,,,,,,,F (Horb $25K)
2017,34,16,18,47.1%,40-40,50.0%,389-360,51.9%,5-7,41.7%,0,,,,,,,,,,,,W (Orlando FL $25K)
2016,43,22,21,51.2%,50-52,49.0%,466-454,50.7%,4-1,80.0%,0,,,,,,,,,,,,F (Bagnatica $25K)
2015,31,17,14,54.8%,36-33,52.2%,323-308,51.2%,3-3,50.0%,0,,,,,,,,,,,,W (Grado $25K)
2014,4,1,3,25.0%,2-6,25.0%,31-44,41.3%,0-0,-,2,-,-,5.2%,7.2%,59.8%,70.7%,33.3%,55.7%,43.2%,48.6%,0.97,R16 (Limgoes)
2013,39,28,11,71.8%,56-33,62.9%,456-375,54.9%,5-6,45.5%,0,,,,,,,,,,,,F (4x)
2012,40,22,18,55.0%,50-46,52.1%,454-455,49.9%,10-3,76.9%,0,,,,,,,,,,,,F (2x)
2011,31,15,16,48.4%,36-35,50.7%,328-325,50.2%,3-3,50.0%,0,,,,,,,,,,,,F (Alphen A D Rijn 25K)
2010,39,22,17,56.4%,52-37,58.4%,430-369,53.8%,6-4,60.0%,0,,,,,,,,,,,,W (2x)
2009,36,19,17,52.8%,45-41,52.3%,407-385,51.4%,3-4,42.9%,0,,,,,,,,,,,,F (Brussels 10K)
2008,38,29,9,76.3%,65-23,73.9%,473-308,60.6%,3-2,60.0%,0,,,,,,,,,,,,W (3x)
2007,13,10,3,76.9%,21-11,65.6%,160-131,55.0%,2-1,66.7%,0,,,,,,,,,,,,W (Bielefeld 10K)
2006,6,3,3,50.0%,7-6,53.8%,48-56,46.2%,0-0,-,0,,,,,,,,,,,,QF (Olecko 10K)
Career,439,246,193,56.0%,564-462,55.0%,4917-4499,52.2%,50-41,54.9%,2,-,-,5.2%,7.2%,59.8%,70.7%,33.3%,55.7%,43.2%,48.6%,0.97,
