Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,391,231,160,59.1%,569-436,56.6%,5316-4916,52.0%,127-97,56.7%,368,85.6%,17.7%,13.0%,5.5%,57.8%,79.1%,51.6%,67.5%,34.7%,51.1%,1.07
Clay,81,30,51,37.0%,91-132,40.8%,1045-1188,46.8%,21-27,43.8%,73,76.1%,17.0%,8.7%,4.6%,57.5%,72.3%,47.3%,61.7%,35.1%,48.5%,0.92
Grass,122,86,36,70.5%,221-115,65.8%,1896-1609,54.1%,60-32,65.2%,116,90.3%,16.1%,14.4%,6.3%,59.3%,82.8%,53.3%,70.8%,34.0%,52.3%,1.16
Carpet,134,91,43,67.9%,209-115,64.5%,1839-1535,54.5%,49-51,49.0%,120,91.7%,15.5%,18.4%,6.1%,57.7%,83.8%,57.1%,72.6%,33.7%,52.6%,1.23
Grand Slams,103,55,48,53.4%,204-175,53.8%,1971-1893,51.0%,46-37,55.4%,102,84.8%,17.2%,11.3%,5.1%,59.6%,80.3%,48.0%,67.2%,34.7%,51.2%,1.06
Masters,136,63,73,46.3%,151-169,47.2%,1594-1644,49.2%,36-34,51.4%,134,82.0%,15.9%,12.2%,6.0%,57.3%,76.5%,50.9%,65.5%,33.8%,49.8%,0.98
Other Tours,455,298,157,65.5%,665-410,61.9%,5918-5194,53.3%,169-127,57.1%,437,88.5%,17.2%,15.0%,5.7%,57.7%,80.7%,54.4%,69.5%,34.6%,51.8%,1.14
Best of 5,137,76,61,55.5%,281-227,55.3%,2663-2510,51.5%,58-52,52.7%,108,85.2%,16.8%,11.8%,5.1%,59.3%,80.6%,48.5%,67.5%,34.5%,51.2%,1.06
Best of 3,591,362,229,61.3%,809-571,58.6%,7433-6738,52.5%,199-155,56.2%,569,86.9%,17.0%,14.2%,5.8%,57.6%,79.6%,53.5%,68.5%,34.5%,51.3%,1.10
Finals,27,15,12,55.6%,43-33,56.6%,424-405,51.1%,14-14,50.0%,25,89.7%,11.7%,15.3%,5.2%,56.8%,82.5%,54.5%,70.4%,30.7%,50.4%,1.04
Semi-finals,52,27,25,51.9%,61-59,50.8%,638-613,51.0%,10-21,32.3%,50,89.7%,13.2%,14.7%,5.6%,59.1%,81.7%,54.5%,70.5%,31.8%,50.9%,1.08
Quarter-finals,84,52,32,61.9%,121-90,57.3%,1136-1071,51.5%,36-21,63.2%,81,87.1%,14.5%,14.7%,5.1%,58.0%,79.8%,53.2%,68.6%,33.3%,50.7%,1.06
vs Righties,623,363,260,58.3%,915-702,56.6%,8579-7984,51.8%,223-172,56.5%,577,85.8%,16.7%,13.6%,5.7%,58.1%,79.6%,51.8%,67.9%,34.4%,51.1%,1.07
vs Lefties,104,74,30,71.2%,173-96,64.3%,1505-1261,54.4%,34-35,49.3%,99,90.8%,18.2%,13.7%,5.5%,57.7%,81.3%,55.0%,70.2%,35.0%,52.4%,1.17
vs Top 10,109,29,80,26.6%,104-189,35.5%,1412-1601,46.9%,26-48,35.1%,102,83.0%,10.9%,12.4%,5.0%,57.5%,76.6%,50.9%,65.6%,29.9%,48.3%,0.87
