Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2007,1,0,1,0.0%,0-2,0.0%,9-13,40.9%,0-0,-,0,,,,,,,,,,,,R32 (Sarajevo)
2006,2,1,1,50.0%,3-3,50.0%,27-27,50.0%,0-0,-,0,,,,,,,,,,,,R16 (Dnepropetrovsk)
2005,2,0,2,0.0%,1-4,20.0%,27-30,47.4%,0-3,0.0%,0,,,,,,,,,,,,R32 (2x)
2004,8,4,4,50.0%,9-9,50.0%,91-89,50.6%,2-2,50.0%,0,,,,,,,,,,,,QF (2x)
2003,3,2,1,66.7%,4-2,66.7%,37-31,54.4%,1-2,33.3%,0,,,,,,,,,,,,QF (Surbiton)
1994,6,3,3,50.0%,6-6,50.0%,57-54,51.4%,2-1,66.7%,0,,,,,,,,,,,,QF (Nantes)
1993,14,9,5,64.3%,16-8,66.7%,127-103,55.2%,3-4,42.9%,0,,,,,,,,,,,,SF (Aachen)
1992,23,13,10,56.5%,22-14,61.1%,174-157,52.6%,10-11,47.6%,0,,,,,,,,,,,,W (Newcastle)
1991,10,7,3,70.0%,15-7,68.2%,113-89,55.9%,0-0,-,0,,,,,,,,,,,,F (Hong Kong)
1990,3,1,2,33.3%,1-4,20.0%,15-29,34.1%,2-2,50.0%,0,,,,,,,,,,,,R16 (Singapore)
1989,1,0,1,0.0%,0-2,0.0%,9-13,40.9%,0-0,-,0,,,,,,,,,,,,R32 (Chicoutimi)
Career,73,40,33,54.8%,77-61,55.8%,686-635,51.9%,20-25,44.4%,0,,,,,,,,,,,,
