Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2005 Canada SF,L vs Agassi,37.3%,55.9%,48.6%,44.9%,45.9%,70.3%,45.0%,58.1%,47.1%,35.0%,100.0%,25.0%,35.0%,53.3%,59
2005 Canada R64,W vs Wawrinka,36.4%,56.6%,66.7%,45.3%,46.8%,76.6%,84.0%,65.5%,31.6%,46.4%,66.7%,37.8%,54.1%,47.8%,178
2005 Monte Carlo R64,L vs Federer,16.4%,23.0%,37.5%,20.8%,19.4%,29.0%,40.0%,28.1%,43.8%,40.0%,33.3%,14.8%,18.5%,34.8%,29
2004 Moscow F,L vs Davydenko,41.5%,55.3%,41.2%,47.4%,54.2%,71.2%,44.4%,63.7%,46.7%,48.3%,40.0%,21.9%,34.4%,40.0%,89
2003 Canada R32,L vs Federer,23.7%,44.1%,45.2%,32.5%,30.3%,54.5%,52.2%,46.1%,31.3%,82.4%,50.0%,17.4%,34.8%,36.8%,51
2002 US Open R32,L vs Sampras,46.0%,57.5%,44.0%,50.7%,60.9%,75.0%,55.6%,69.9%,34.2%,44.4%,50.0%,33.3%,43.1%,35.4%,106
2001 San Jose F,W vs Agassi,42.6%,61.7%,69.6%,48.1%,72.0%,88.0%,85.7%,82.4%,50.0%,61.5%,-,11.1%,38.9%,62.5%,-18
2001 Australian Open R64,W vs Kuerten,33.6%,54.5%,56.2%,45.5%,42.4%,64.6%,63.2%,59.6%,46.7%,66.7%,85.7%,15.4%,38.5%,42.4%,32
2000 Miami R16,L vs Sampras,28.8%,39.0%,41.0%,36.1%,35.1%,48.6%,41.7%,46.8%,40.0%,45.5%,33.3%,21.1%,26.3%,40.0%,82
1999 Stuttgart SF,L vs Krajicek,36.4%,45.5%,51.5%,44.4%,45.5%,57.6%,61.1%,58.8%,26.7%,38.9%,100.0%,25.0%,30.0%,40.0%,59
1999 Grand Slam Cup F,W vs Haas,46.9%,61.5%,57.8%,53.2%,61.7%,72.8%,58.1%,71.7%,32.3%,52.0%,66.7%,25.0%,47.7%,57.6%,75
1998 Paris F,W vs Sampras,35.9%,56.5%,66.7%,44.5%,52.7%,72.7%,73.1%,67.1%,72.7%,60.6%,100.0%,11.4%,34.3%,61.3%,1
1998 Paris SF,W vs Kafelnikov,30.2%,48.8%,64.7%,38.6%,39.6%,64.6%,69.0%,54.6%,47.1%,54.8%,0.0%,24.1%,37.9%,59.1%,85
1998 Indian Wells F,L vs Rios,37.7%,55.2%,54.1%,44.8%,57.1%,77.9%,72.7%,71.4%,61.3%,65.2%,50.0%,21.2%,37.9%,42.3%,82
1998 Indian Wells SF,W vs Muster,55.1%,83.7%,75.0%,64.5%,66.7%,88.9%,75.0%,79.4%,52.9%,47.4%,100.0%,27.3%,81.8%,75.0%,136
1997 Vienna F,L vs Ivanisevic,47.0%,58.4%,45.7%,50.5%,67.1%,78.1%,45.8%,74.2%,37.9%,61.4%,66.7%,31.3%,44.8%,45.7%,100
1997 Basel F,W vs Philippoussis,46.9%,63.3%,70.8%,56.2%,59.7%,77.4%,80.0%,74.4%,38.5%,52.8%,100.0%,28.1%,43.8%,60.9%,89
1997 US Open F,L vs Rafter,35.8%,45.5%,37.3%,38.7%,47.3%,55.4%,30.8%,52.2%,54.5%,65.9%,70.0%,20.0%,33.3%,44.4%,45
1997 US Open SF,W vs Bjorkman,36.4%,45.0%,46.1%,43.2%,42.9%,53.6%,45.8%,53.2%,47.4%,56.5%,40.0%,28.2%,33.3%,46.4%,62
1995 Wimbledon R16,L vs Sampras,36.8%,55.8%,40.8%,43.7%,43.6%,67.3%,45.2%,55.5%,38.9%,62.2%,66.7%,37.9%,55.2%,33.3%,215
Career (22 matches),,37.8%,53.6%,51.2%,44.7%,50.2%,67.3%,55.6%,62.3%,44.7%,55.5%,56.0%,24.5%,41.0%,46.7%,115
