Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,10,Hard,21,11,10,52.4%,12,9,3,75.0%,1994,2005,R16,21,0.97,9.6%,4.8%,59.5%,78.0%,43.8%,64.1%,34.8%,64.9%,41.6%
Roland Garros,11,Clay,18,7,11,38.9%,11,4,7,36.4%,1994,2006,R16,18,0.96,7.6%,4.2%,59.1%,72.4%,45.4%,61.3%,37.0%,61.8%,28.4%
Wimbledon,14,Grass,35,21,14,60.0%,34,19,15,55.9%,1993,2006,QF,35,1.15,14.2%,5.9%,60.2%,85.4%,49.3%,71.0%,33.3%,68.6%,38.8%
US Open,13,Hard,29,16,13,55.2%,26,14,12,53.8%,1994,2006,F,28,1.10,11.3%,4.9%,59.2%,80.2%,50.9%,68.2%,34.8%,65.5%,39.9%
Olympics,2,,4,2,2,50.0%,3,1,2,33.3%,1996,2000,R16,0,,,,,,,,,,
Davis Cup,12,,30,20,10,66.7%,14,5,9,35.7%,1995,2006,,0,,,,,,,,,,
Queen's Club,13,Grass,32,19,13,59.4%,17,9,8,52.9%,1994,2006,SF,32,1.12,14.9%,7.0%,56.6%,80.1%,56.1%,69.7%,34.0%,70.1%,37.4%
Cincinnati Masters,10,Hard,21,11,10,52.4%,15,9,6,60.0%,1994,2006,QF,21,1.00,13.1%,6.3%,57.6%,78.2%,51.4%,66.8%,33.3%,65.1%,34.8%
Indian Wells Masters,10,Hard,19,9,10,47.4%,8,4,4,50.0%,1993,2006,F,18,1.01,13.6%,5.6%,58.2%,76.4%,51.4%,65.9%,34.4%,67.0%,38.0%
Rome Masters,10,Clay,14,4,10,28.6%,10,3,7,30.0%,1994,2006,R16,14,0.86,8.5%,4.7%,58.5%,71.5%,46.7%,61.2%,33.2%,61.3%,30.8%
Miami Masters,9,Hard,20,11,9,55.0%,5,4,1,80.0%,1994,2006,R16,20,1.05,12.7%,6.5%,58.9%,77.1%,50.3%,66.1%,35.5%,58.4%,38.0%
Canada Masters,9,Hard,17,8,9,47.1%,8,3,5,37.5%,1992,2006,SF,17,0.99,12.1%,8.2%,54.1%,78.2%,48.8%,64.7%,34.9%,61.7%,36.5%
