Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2006,24,8,16,33.3%,22-40,35.5%,281-338,45.4%,3-8,27.3%,21,72.7%,15.3%,8.3%,5.9%,60.3%,67.4%,47.4%,59.4%,32.3%,46.5%,0.80,R16 (3x)
2005,51,29,22,56.9%,67-62,51.9%,663-639,50.9%,14-17,45.2%,48,86.0%,14.6%,11.8%,7.2%,57.3%,77.5%,53.0%,67.0%,32.4%,49.9%,0.98,W (Newport)
2004,42,26,16,61.9%,64-51,55.7%,605-588,50.7%,24-11,68.6%,39,86.9%,13.0%,13.0%,6.4%,60.1%,78.1%,53.7%,68.4%,32.0%,50.4%,1.01,W (Newport)
2003,21,11,10,52.4%,31-28,52.5%,313-306,50.6%,6-8,42.9%,19,87.5%,15.5%,15.2%,4.9%,62.9%,78.2%,53.9%,69.2%,33.0%,50.9%,1.07,W (Nottingham)
2002,48,31,17,64.6%,80-56,58.8%,738-659,52.8%,15-17,46.9%,45,88.6%,17.5%,14.2%,5.0%,60.1%,80.1%,55.0%,70.1%,34.4%,51.7%,1.15,W (2x)
2001,66,41,25,62.1%,99-66,60.0%,893-773,53.6%,22-17,56.4%,63,87.0%,19.4%,13.8%,4.6%,58.7%,79.8%,53.2%,68.8%,36.2%,52.3%,1.16,W (San Jose)
2000,40,19,21,47.5%,50-49,50.5%,515-518,49.9%,17-10,63.0%,38,81.9%,18.6%,11.5%,6.2%,57.9%,75.5%,50.9%,65.2%,35.3%,50.3%,1.01,SF (London)
1999,75,49,26,65.3%,125-78,61.6%,1092-949,53.5%,20-15,57.1%,64,86.9%,19.2%,12.9%,5.3%,58.5%,79.7%,53.1%,68.7%,35.9%,52.1%,1.15,W (2x)
1998,75,53,22,70.7%,121-66,64.7%,1025-877,53.9%,30-15,66.7%,72,88.0%,17.8%,15.1%,6.2%,56.0%,81.9%,53.3%,69.3%,34.7%,51.9%,1.13,W (2x)
1997,78,54,24,69.2%,138-66,67.6%,1136-945,54.6%,27-18,60.0%,70,91.6%,16.7%,16.3%,5.3%,57.1%,84.4%,54.2%,71.5%,34.5%,53.0%,1.21,W (2x)
1996,68,42,26,61.8%,101-68,59.8%,911-805,53.1%,26-21,55.3%,61,85.9%,18.0%,15.4%,3.7%,60.2%,80.7%,51.6%,69.1%,35.1%,51.6%,1.14,W (Beijing)
1995,61,36,25,59.0%,88-64,57.9%,816-744,52.3%,23-17,57.5%,59,85.4%,17.4%,13.9%,7.0%,55.9%,81.6%,48.9%,67.2%,35.1%,51.4%,1.07,W (Seoul)
1994,50,21,29,42.0%,62-70,47.0%,687-695,49.7%,15-19,44.1%,49,84.2%,15.5%,10.5%,6.1%,56.4%,78.6%,50.6%,66.4%,34.5%,50.2%,1.03,QF (2x)
1993,25,16,9,64.0%,38-29,56.7%,379-364,51.0%,14-14,50.0%,25,88.9%,12.7%,15.1%,5.2%,57.3%,81.6%,52.7%,69.3%,32.1%,50.6%,1.04,W (Newport)
1992,4,2,2,50.0%,4-5,44.4%,42-48,46.7%,1-0,100.0%,4,66.7%,25.0%,12.8%,9.2%,52.3%,78.0%,37.9%,58.9%,40.1%,49.7%,0.98,R16 (Canada Masters)
Career,728,438,290,60.2%,1090-798,57.7%,10096-9248,52.2%,257-207,55.4%,677,86.5%,17.0%,13.7%,5.7%,58.0%,79.8%,52.3%,68.3%,34.5%,51.3%,1.09,
