Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2006,191,204,61,1764,55,1713,109,1612,31,1731,617,55,,
2005,37,840,37,1830,37,1769,94,1631,15,1777,503,75,,
2004,46,805,30,1846,37,1769,95,1649,11,1789,1395,6,,
2003,119,347,51,1813,51,1751,87,1645,21,1757,,,,
2002,31,1010,14,1945,12,1898,52,1759,9,1837,,,,
2001,31,1075,27,1900,26,1842,62,1750,14,1821,,,,
2000,69,575,35,1871,27,1836,77,1700,27,1757,392,100,,
1999,14,1802,4,2046,4,2003,29,1836,3,1941,193,315,,
1998,9,2573,2,2089,5,2010,37,1834,2,1978,1384,1,,
1997,6,2617,8,2027,15,1916,36,1830,3,1942,328,163,,
1996,48,871,22,1931,25,1865,57,1784,14,1835,181,360,,
1995,37,,64,1817,44,1788,100,1702,27,1778,111,640,,
1994,114,,78,1785,95,1700,181,1567,31,1755,126,557,,
1993,50,,21,1961,54,1782,,,12,1902,395,96,,
1992,161,,143,1680,137,1637,254,1437,51,1693,470,49,,
1991,282,,,,,,,,,,454,55,,
1990,679,,,,,,,,,,515,29,,
1989,1103,,,,,,,,,,,,,
