Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2005 Canada SF,L vs Agassi,80.0%,60.0%,46.6%,58.3%,12.5%,14.3%,0.0%,10.0%,25.0%,1.1%,0.0%,-17,41
2005 Canada R64,W vs Wawrinka,65.6%,77.8%,41.4%,78.7%,15.7%,16.7%,12.0%,28.6%,0.0%,1.0%,0.0%,56,109
2005 Monte Carlo R64,L vs Federer,12.1%,28.6%,18.7%,40.0%,7.8%,5.6%,0.0%,23.1%,40.0%,0.7%,0.0%,-33,-16
2004 Moscow F,L vs Davydenko,62.2%,54.9%,37.6%,53.7%,11.0%,36.4%,0.0%,13.3%,14.3%,0.8%,50.0%,-41,16
2003 Canada R32,L vs Federer,87.9%,58.8%,53.2%,61.0%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,-,11,18
2002 US Open R32,L vs Sampras,73.5%,70.2%,38.5%,66.4%,23.5%,0.0%,20.0%,13.3%,0.0%,0.0%,-,-20,63
2001 San Jose F,W vs Agassi,59.5%,81.8%,32.6%,75.9%,16.1%,25.0%,33.3%,20.0%,0.0%,0.9%,100.0%,3,101
2001 Australian Open R64,W vs Kuerten,83.8%,72.5%,53.4%,65.6%,11.4%,16.7%,4.0%,0.0%,0.0%,0.7%,0.0%,-24,20
2000 Miami R16,L vs Sampras,70.2%,65.0%,43.1%,59.6%,21.4%,16.7%,0.0%,0.0%,0.0%,0.0%,-,9,10
1999 Stuttgart SF,L vs Krajicek,66.7%,67.6%,36.7%,65.0%,11.1%,20.0%,0.0%,40.0%,33.3%,1.9%,0.0%,154,123
1999 Grand Slam Cup F,W vs Haas,88.2%,70.0%,43.2%,68.3%,9.7%,17.6%,0.0%,15.4%,20.0%,0.8%,50.0%,-1,99
1998 Paris F,W vs Sampras,52.7%,74.4%,24.6%,75.0%,21.4%,41.2%,0.0%,40.0%,100.0%,0.6%,0.0%,22,47
1998 Paris SF,W vs Kafelnikov,68.0%,72.5%,38.8%,71.9%,17.0%,35.7%,25.0%,40.0%,50.0%,1.9%,66.7%,16,77
1998 Indian Wells F,L vs Rios,84.4%,69.3%,49.7%,59.7%,15.6%,9.1%,0.0%,8.7%,25.0%,0.0%,-,38,99
1998 Indian Wells SF,W vs Muster,89.2%,84.8%,41.7%,77.8%,15.6%,33.3%,0.0%,0.0%,0.0%,0.0%,-,28,95
1997 Vienna F,L vs Ivanisevic,87.7%,64.0%,32.5%,63.9%,63.6%,71.4%,50.0%,46.2%,44.4%,0.0%,-,77,90
1997 Basel F,W vs Philippoussis,80.5%,80.6%,35.5%,77.5%,0.0%,0.0%,0.0%,46.2%,42.9%,0.0%,-,66,120
1997 US Open F,L vs Rafter,83.3%,56.8%,46.3%,57.0%,21.9%,28.6%,40.0%,33.3%,0.0%,0.0%,-,17,57
1997 US Open SF,W vs Bjorkman,73.7%,64.3%,40.0%,63.7%,20.6%,15.8%,33.3%,20.0%,25.0%,0.8%,0.0%,-30,24
1995 Wimbledon R16,L vs Sampras,84.3%,58.6%,41.7%,57.3%,33.3%,28.6%,0.0%,57.1%,66.7%,0.0%,-,24,80
Career (22 matches),,75.5%,67.0%,41.0%,64.5%,15.9%,23.5%,13.1%,23.0%,27.9%,0.5%,27.8%,21,68
