Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2005 Canada SF,L vs Agassi,63.6%,14.3%,11.4%,5/0,1.59,17.1%,58.8%,20.0%,8.8%,1.58,30.0%,80.0%,0.0%,20.0%,1.60,0.0%
2005 Canada R64,W vs Wawrinka,66.4%,62.3%,8.6%,4/6,1.90,19.1%,58.1%,55.6%,4.8%,1.78,29.2%,80.4%,68.3%,13.7%,2.02,8.7%
2005 Monte Carlo R64,L vs Federer,67.4%,45.2%,8.7%,2/2,2.49,27.1%,73.1%,36.8%,0.0%,2.55,20.0%,63.2%,58.3%,21.1%,2.43,34.8%
2004 Moscow F,L vs Davydenko,75.0%,36.5%,11.9%,4/6,1.46,0.0%,79.7%,34.5%,5.8%,1.36,0.0%,66.7%,50.0%,50.0%,1.61,0.0%
2003 Canada R32,L vs Federer,73.1%,36.8%,7.7%,1/3,1.29,11.9%,77.8%,28.6%,7.4%,1.17,21.7%,70.8%,47.1%,8.3%,1.42,0.0%
2002 US Open R32,L vs Sampras,58.3%,43.2%,6.6%,4/6,1.88,19.0%,48.3%,39.5%,5.6%,1.59,36.1%,78.9%,46.7%,8.8%,2.06,6.3%
2001 San Jose F,W vs Agassi,85.7%,41.7%,4.8%,1/1,1.59,4.3%,91.3%,38.1%,0.0%,1.14,14.3%,83.3%,46.7%,11.1%,1.78,0.0%
2001 Australian Open R64,W vs Kuerten,74.8%,42.5%,6.0%,3/6,1.69,42.5%,69.8%,38.3%,3.5%,1.28,67.3%,86.9%,47.2%,9.8%,2.19,3.0%
2000 Miami R16,L vs Sampras,58.0%,34.5%,16.0%,2/6,1.77,23.1%,38.5%,20.0%,23.1%,1.55,20.8%,86.4%,42.1%,9.1%,1.96,26.7%
1999 Stuttgart SF,L vs Krajicek,40.7%,50.0%,9.3%,1/4,1.45,27.3%,28.6%,25.0%,3.6%,1.39,33.3%,56.0%,64.3%,16.0%,1.53,20.0%
1999 Grand Slam Cup F,W vs Haas,65.5%,42.3%,5.4%,6/2,1.69,16.1%,69.5%,38.6%,2.4%,1.57,23.3%,70.2%,47.5%,10.5%,1.80,9.4%
1998 Paris F,W vs Sampras,56.3%,44.9%,2.3%,0/2,1.82,28.1%,49.1%,42.3%,0.0%,1.44,23.1%,82.1%,47.8%,7.1%,2.13,32.3%
1998 Paris SF,W vs Kafelnikov,65.8%,48.1%,5.1%,1/3,1.49,5.9%,62.2%,46.4%,8.9%,1.41,6.9%,77.4%,50.0%,0.0%,1.59,4.5%
1998 Indian Wells F,L vs Rios,63.2%,29.1%,5.9%,6/2,1.31,13.9%,57.6%,26.4%,2.2%,1.33,14.3%,75.0%,33.3%,13.6%,1.29,13.7%
1998 Indian Wells SF,W vs Muster,72.9%,48.8%,5.1%,2/1,1.83,55.0%,68.8%,63.6%,6.3%,1.54,83.3%,80.8%,33.3%,3.8%,2.25,12.5%
1997 Vienna F,L vs Ivanisevic,44.3%,54.3%,13.1%,18/6,1.77,17.1%,30.0%,63.3%,6.0%,1.65,33.3%,73.9%,49.0%,26.1%,1.84,8.7%
1997 Basel F,W vs Philippoussis,56.9%,44.8%,2.0%,1/1,1.49,12.5%,51.5%,31.4%,0.0%,1.48,16.0%,79.3%,65.2%,6.9%,1.50,8.7%
1997 US Open F,L vs Rafter,59.3%,42.2%,13.0%,7/7,1.48,39.2%,56.7%,31.6%,9.0%,1.32,64.1%,78.8%,57.7%,24.2%,1.65,11.4%
1997 US Open SF,W vs Bjorkman,73.0%,46.7%,12.7%,10/6,1.76,4.0%,67.5%,44.4%,16.3%,1.63,4.3%,84.4%,50.0%,6.7%,1.98,3.6%
1995 Wimbledon R16,L vs Sampras,60.0%,35.3%,11.8%,3/7,1.37,26.5%,45.8%,27.3%,10.4%,1.32,41.9%,82.9%,41.4%,14.3%,1.44,0.0%
Career (22 matches),,62.4%,42.4%,8.5%,50.8%,1.65,19.7%,58.1%,38.4%,6.1%,1.52,29.6%,76.3%,47.6%,13.5%,1.78,9.7%
