Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2005 Canada SF,L vs Agassi,0% (0/10),- (0/0),0/2,30% (3/10),33% (1/3),0/0,0/0,1/1,0/0,1/1
2005 Canada R64,W vs Wawrinka,50% (7/14),71% (5/7),1/2,40% (6/15),67% (4/6),3/4,1/2,1/1,1/1,0/0
2005 Monte Carlo R64,L vs Federer,13% (1/8),100% (1/1),0/4,63% (5/8),0% (0/5),1/1,0/0,0/1,0/0,0/1
2004 Moscow F,L vs Davydenko,20% (3/15),67% (2/3),0/3,27% (4/15),25% (1/4),1/2,1/1,1/1,0/0,0/0
2003 Canada R32,L vs Federer,10% (1/10),100% (1/1),0/2,44% (4/9),25% (1/4),1/1,0/0,1/2,0/0,1/1
2002 US Open R32,L vs Sampras,19% (5/26),80% (4/5),0/2,19% (5/27),40% (2/5),3/4,2/3,2/3,0/0,0/1
2001 Australian Open R64,W vs Kuerten,31% (8/26),63% (5/8),1/4,30% (8/27),38% (3/8),2/4,2/3,3/4,1/2,2/2
2000 Miami R16,L vs Sampras,11% (1/9),0% (0/1),0/2,44% (4/9),25% (1/4),0/0,0/0,1/2,0/0,1/1
1999 Stuttgart SF,L vs Krajicek,10% (1/10),0% (0/1),0/2,20% (2/10),0% (0/2),0/0,0/0,1/1,0/0,1/1
1999 Grand Slam Cup F,W vs Haas,24% (5/21),60% (3/5),0/1,14% (3/22),67% (2/3),3/3,2/3,2/2,0/1,0/0
1998 Paris F,W vs Sampras,27% (4/15),75% (3/4),0/1,13% (2/16),50% (1/2),3/3,2/2,3/3,1/1,0/0
1998 Paris SF,W vs Kafelnikov,21% (3/14),100% (3/3),1/1,13% (2/15),0% (0/2),2/3,2/2,0/1,1/1,0/0
1998 Indian Wells F,L vs Rios,5% (1/22),0% (0/1),0/2,14% (3/21),33% (1/3),0/0,0/0,3/3,0/0,0/0
1998 Indian Wells SF,W vs Muster,30% (3/10),100% (3/3),0/0,11% (1/9),100% (1/1),2/2,0/0,0/0,0/0,0/0
1997 Vienna F,L vs Ivanisevic,40% (10/25),20% (2/10),0/3,24% (6/25),33% (2/6),2/2,1/1,2/3,0/0,0/0
1997 Basel F,W vs Philippoussis,25% (4/16),25% (1/4),0/0,6% (1/17),100% (1/1),1/1,1/1,2/2,0/0,0/0
1997 US Open SF,W vs Bjorkman,30% (7/23),86% (6/7),1/3,26% (6/23),33% (2/6),3/4,1/1,1/2,0/0,0/0
1995 Australian Open R32,L vs Agassi,8% (1/13),100% (1/1),0/6,69% (9/13),33% (3/9),1/1,0/0,2/2,0/0,0/0
1993 Wimbledon R128,L vs Edberg,9% (2/23),50% (1/2),1/2,26% (6/23),67% (4/6),0/1,0/0,5/5,0/0,2/2
2005 (3 matches),,25.0%,75.0%,12.5%,42.4%,35.7%,80.0%,50.0%,66.7%,100.0%,50.0%
2004 (1 matches),,20.0%,66.7%,0.0%,26.7%,25.0%,50.0%,100.0%,100.0%,-,-
2003 (1 matches),,10.0%,100.0%,0.0%,44.4%,25.0%,100.0%,-,50.0%,-,100.0%
2002 (1 matches),,19.2%,80.0%,0.0%,18.5%,40.0%,75.0%,66.7%,66.7%,-,0.0%
2001 (1 matches),,30.8%,62.5%,25.0%,29.6%,37.5%,50.0%,66.7%,75.0%,50.0%,100.0%
Career (19 matches),,21.6%,61.2%,11.9%,25.5%,37.5%,77.8%,78.9%,79.5%,66.7%,80.0%
