Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2026 Miami R16,W vs Andreeva,41,41,1.0,20.8%,20.8%,33,31,1.1,19.5%,18.3%,9.5%,8.9%,0.9,13.7%,15.2%
2026 Indian Wells QF,L vs Sabalenka,29,39,0.7,17.9%,24.1%,20,31,0.6,14.9%,23.1%,9.7%,3.7%,1.0,17.9%,17.9%
2026 Indian Wells R16,W vs Anisimova,14,12,1.2,12.1%,10.3%,9,7,1.3,9.0%,7.0%,7.0%,2.0%,0.4,12.1%,27.6%
2026 Doha F,L vs Muchova,25,25,1.0,19.5%,19.5%,21,24,0.9,17.6%,20.2%,10.9%,6.7%,1.6,16.4%,10.2%
2026 Doha R16,W vs Andreeva,38,54,0.7,20.0%,28.4%,33,47,0.7,19.2%,27.3%,12.8%,6.4%,0.5,10.5%,21.6%
2026 Australian Open R64,W vs Mcnally,16,27,0.6,12.8%,21.6%,15,25,0.6,12.9%,21.6%,8.6%,4.3%,0.5,11.2%,24.8%
2026 Australian Open R128,W vs Jones,13,19,0.7,11.1%,16.2%,11,17,0.6,10.4%,16.0%,5.7%,3.8%,0.4,10.3%,23.1%
2026 Adelaide F,L vs Andreeva,11,30,0.4,11.5%,31.3%,9,27,0.3,10.1%,30.3%,7.9%,2.2%,1.5,17.7%,11.5%
2026 Adelaide SF,W vs Birrell,24,12,2.0,27.9%,14.0%,16,9,1.8,22.2%,12.5%,13.9%,5.6%,0.5,8.1%,15.1%
2025 Hong Kong F,W vs Bucsa,33,49,0.7,13.1%,19.4%,24,46,0.5,10.1%,19.4%,3.8%,5.5%,0.7,14.7%,20.6%
2025 Tokyo R16,W vs Lys,13,7,1.9,14.1%,7.6%,8,5,1.6,9.5%,6.0%,4.8%,4.8%,0.6,13.0%,22.8%
2025 Tokyo R32,W vs Andreescu,20,16,1.3,19.4%,15.5%,19,13,1.5,19.8%,13.5%,16.7%,3.1%,0.7,14.6%,20.4%
2025 Ningbo R32,L vs Yastremska,3,30,0.1,1.8%,17.6%,3,23,0.1,2.0%,15.1%,0.0%,1.3%,0.6,18.2%,28.8%
2025 Wuhan R64,L vs Alexandrova,10,36,0.3,8.6%,31.0%,8,32,0.3,7.9%,31.7%,4.0%,4.0%,0.3,9.5%,27.6%
2025 US Open R128,L vs Krejcikova,11,36,0.3,9.3%,30.5%,9,26,0.3,9.1%,26.3%,6.1%,3.0%,0.6,14.4%,23.7%
2025 Montreal F,W vs Osaka,24,46,0.5,13.5%,25.8%,20,33,0.6,12.9%,21.3%,7.1%,5.8%,0.5,10.7%,23.6%
2025 Montreal SF,W vs Rybakina,23,33,0.7,9.9%,14.2%,19,22,0.9,9.0%,10.4%,4.7%,4.3%,0.9,15.1%,15.9%
2025 Montreal QF,W vs Bouzas Maneiro,9,19,0.5,7.8%,16.5%,6,17,0.4,5.7%,16.2%,4.8%,1.0%,0.4,10.4%,27.0%
2025 Montreal R16,W vs Gauff,7,10,0.7,7.2%,10.3%,5,5,1.0,6.0%,6.0%,3.6%,2.4%,0.6,13.4%,21.6%
2025 Montreal R32,W vs Bouzkova,32,35,0.9,23.0%,25.2%,27,25,1.1,22.7%,21.0%,13.4%,9.2%,0.9,11.5%,12.2%
Career (27 matches),,511,751,0.7,13.8%,20.2%,401,600,0.7,12.1%,18.1%,7.2%,4.6%,0.7,13.6%,19.9%
