Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2026 Miami R16,W vs Andreeva,3.7,3.0,4.2,52.8%,61.5%,48.0%,40.0%,39.7%,8.2%,11.5,11.0,4.5,2.7
2026 Indian Wells QF,L vs Sabalenka,2.7,2.6,2.8,45.5%,52.9%,36.4%,-,48.0%,11.1%,7.0,9.2,-11.0,-14.1
2026 Indian Wells R16,W vs Anisimova,3.2,2.5,3.7,55.4%,73.3%,44.4%,66.7%,43.0%,16.3%,12.5,21.6,10.0,14.5
2026 Doha F,L vs Muchova,4.0,4.1,3.8,47.1%,35.1%,50.0%,66.7%,55.6%,13.5%,7.0,6.9,0.0,0.0
2026 Doha R16,W vs Andreeva,5.2,5.0,5.4,47.4%,58.6%,50.0%,53.3%,48.3%,8.6%,0.0,0.0,10.5,5.0
2026 Australian Open R64,W vs Mcnally,4.5,3.8,5.2,59.3%,58.3%,45.0%,40.0%,55.0%,11.5%,6.5,4.9,7.5,7.7
2026 Australian Open R128,W vs Jones,3.9,3.6,4.2,56.9%,69.6%,33.3%,60.0%,51.0%,15.3%,10.5,11.9,6.5,8.0
2026 Adelaide F,L vs Andreeva,4.5,3.9,5.4,40.8%,20.0%,30.0%,58.3%,50.3%,13.0%,-10.5,-12.5,-3.5,-4.5
2026 Adelaide SF,W vs Birrell,4.0,3.0,4.9,69.8%,64.7%,57.1%,44.4%,49.0%,10.5%,17.5,27.3,5.5,8.3
2025 Hong Kong F,W vs Bucsa,4.4,4.1,4.8,57.9%,40.6%,57.1%,51.7%,52.9%,10.7%,3.5,1.5,2.5,1.3
2025 Tokyo R16,W vs Lys,4.0,2.6,5.0,63.6%,70.0%,50.0%,71.4%,49.0%,13.0%,13.0,21.0,8.5,12.7
2025 Tokyo R32,W vs Andreescu,4.6,4.8,4.5,61.5%,43.5%,62.5%,50.0%,48.0%,11.5%,16.0,19.8,4.0,4.3
2025 Ningbo R32,L vs Yastremska,3.4,3.3,3.4,46.3%,41.2%,35.3%,63.6%,49.3%,11.2%,-10.5,-10.9,3.5,3.7
2025 Wuhan R64,L vs Alexandrova,3.7,4.3,3.1,46.7%,42.9%,45.5%,22.2%,52.7%,12.4%,-10.5,-11.3,-0.5,-0.6
2025 US Open R128,L vs Krejcikova,3.4,3.6,3.2,36.6%,53.1%,44.4%,33.3%,53.3%,11.7%,2.0,2.5,-7.0,-10.4
2025 Montreal F,W vs Osaka,4.0,3.4,4.6,52.9%,51.3%,47.1%,50.0%,69.4%,6.3%,4.5,2.3,9.0,10.1
2025 Montreal SF,W vs Rybakina,3.8,3.8,3.7,51.1%,50.0%,41.7%,30.8%,54.6%,12.7%,21.0,12.2,14.0,10.1
2025 Montreal QF,W vs Bouzas Maneiro,3.6,3.3,3.9,64.4%,52.2%,30.0%,55.6%,60.1%,8.7%,5.0,5.1,0.0,0.0
2025 Montreal R16,W vs Gauff,3.0,2.6,3.5,61.3%,60.0%,42.9%,33.3%,43.1%,6.5%,5.5,13.1,10.5,18.1
2025 Montreal R32,W vs Bouzkova,4.9,4.3,5.6,50.0%,52.9%,50.0%,61.1%,50.5%,6.5%,20.5,14.2,12.0,8.4
Last 52 Weeks (25 matches),,3.9,3.6,4.2,52.9%,51.4%,45.5%,51.3%,52.0%,10.4%,6.2,5.9,4.8,5.0
Career (27 matches),,4.0,3.6,4.3,52.4%,50.7%,46.4%,50.5%,51.7%,10.4%,5.5,5.2,4.7,4.8
