Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,48,35,13,72.9%,71-42,62.8%,600-480,55.6%,6-9,40.0%,46,75.2%,37.1%,6.8%,7.3%,66.3%,67.6%,45.5%,60.1%,43.9%,52.0%,1.10
Clay,5,3,2,60.0%,7-4,63.6%,53-47,53.0%,1-0,100.0%,5,62.0%,42.9%,3.6%,6.3%,64.0%,65.7%,35.0%,54.7%,44.9%,50.0%,0.99
Grass,2,1,1,50.0%,2-2,50.0%,21-18,53.8%,0-1,0.0%,2,77.8%,35.0%,4.1%,5.0%,70.2%,67.1%,44.4%,60.3%,43.2%,51.2%,1.09
Grand Slams,10,6,4,60.0%,12-9,57.1%,107-98,52.2%,2-2,50.0%,10,73.3%,32.0%,4.3%,6.4%,64.9%,67.0%,44.2%,59.0%,41.8%,50.1%,1.02
Premiers,11,7,4,63.6%,14-11,56.0%,127-106,54.5%,1-2,33.3%,11,72.3%,38.1%,4.8%,6.7%,67.3%,67.8%,42.9%,59.6%,43.9%,51.5%,1.09
Internationals,7,6,1,85.7%,12-7,63.2%,98-74,57.0%,0-2,0.0%,5,85.5%,34.9%,11.1%,5.9%,70.9%,70.4%,48.1%,63.9%,41.2%,53.2%,1.14
Finals,4,2,2,50.0%,4-6,40.0%,46-50,47.9%,0-1,0.0%,4,63.8%,33.3%,5.4%,5.7%,63.9%,60.5%,43.7%,54.4%,41.8%,48.5%,0.92
Semi-finals,4,4,0,100.0%,8-2,80.0%,53-36,59.6%,1-0,100.0%,4,74.4%,44.4%,7.5%,7.5%,72.0%,64.9%,43.9%,59.0%,47.5%,53.4%,1.16
Quarter-finals,7,4,3,57.1%,7-8,46.7%,81-74,52.3%,0-3,0.0%,7,82.1%,25.6%,7.8%,4.3%,69.2%,70.0%,45.3%,62.4%,39.1%,50.7%,1.04
vs Righties,53,37,16,69.8%,76-46,62.3%,646-523,55.3%,6-11,35.3%,49,73.4%,37.9%,6.4%,7.3%,65.9%,67.1%,44.1%,59.2%,44.1%,51.6%,1.08
vs Lefties,4,4,0,100.0%,8-3,72.7%,59-43,57.8%,1-0,100.0%,4,82.0%,33.3%,6.6%,5.7%,70.4%,70.6%,48.5%,64.1%,41.3%,53.7%,1.15
vs Top 10,12,6,6,50.0%,13-16,44.8%,136-142,48.9%,2-3,40.0%,12,70.1%,28.8%,5.7%,6.9%,66.6%,66.9%,39.4%,57.7%,40.4%,48.6%,0.95
