Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2026 Miami R16,W vs Andreeva,35.5%,51.6%,60.0%,40.6%,62.5%,65.8%,56.0%,59.0%,33.3%,36.8%,42.1%,41.7%,70.0%,44.4%,-,159
2026 Indian Wells QF,L vs Sabalenka,28.0%,37.8%,52.1%,35.4%,52.1%,61.3%,45.5%,61.5%,100.0%,26.1%,26.1%,35.3%,60.0%,23.1%,0.0%,104
2026 Indian Wells R16,W vs Anisimova,40.4%,44.7%,65.2%,48.5%,54.5%,64.7%,56.3%,64.7%,100.0%,33.3%,33.3%,66.7%,100.0%,50.0%,-,128
2026 Doha F,L vs Muchova,21.3%,25.3%,47.2%,26.1%,30.4%,41.2%,68.0%,71.4%,100.0%,17.4%,21.7%,57.9%,70.0%,46.2%,50.0%,-54
2026 Doha R16,W vs Andreeva,15.1%,23.3%,56.1%,19.0%,29.3%,63.8%,32.1%,43.3%,33.3%,9.5%,14.3%,36.8%,25.0%,38.5%,50.0%,-36
2026 Australian Open R64,W vs Mcnally,27.1%,32.2%,46.3%,28.6%,37.1%,44.0%,37.5%,63.2%,100.0%,27.3%,27.3%,50.0%,60.0%,41.7%,100.0%,-3
2026 Australian Open R128,W vs Jones,27.7%,48.9%,62.5%,36.7%,56.7%,63.2%,54.5%,36.8%,-,13.3%,40.0%,61.5%,50.0%,66.7%,-,17
2026 Adelaide F,L vs Andreeva,21.8%,25.5%,30.0%,20.5%,25.6%,35.5%,52.6%,40.0%,50.0%,30.8%,30.8%,11.1%,50.0%,0.0%,0.0%,122
2026 Adelaide SF,W vs Birrell,42.5%,65.0%,65.0%,46.7%,66.7%,62.5%,41.7%,50.0%,-,42.9%,85.7%,75.0%,33.3%,25.0%,100.0%,226
2025 Hong Kong F,W vs Bucsa,30.7%,38.6%,44.7%,35.4%,45.6%,49.0%,64.9%,57.1%,50.0%,24.4%,28.9%,38.2%,83.3%,44.4%,33.3%,-28
2025 Tokyo R16,W vs Lys,50.0%,55.3%,64.7%,60.0%,66.7%,66.7%,42.9%,37.5%,0.0%,16.7%,16.7%,60.0%,75.0%,50.0%,-,25
2025 Tokyo R32,W vs Andreescu,21.6%,37.3%,64.9%,22.9%,40.0%,70.4%,46.7%,30.0%,0.0%,23.1%,38.5%,50.0%,83.3%,28.6%,-,97
2025 Ningbo R32,L vs Yastremska,29.3%,29.3%,25.5%,34.7%,34.7%,28.1%,29.2%,56.0%,100.0%,26.9%,26.9%,21.1%,66.7%,7.1%,0.0%,125
2025 Wuhan R64,L vs Alexandrova,17.9%,25.0%,47.6%,20.0%,30.0%,41.7%,42.9%,43.8%,100.0%,18.2%,22.7%,55.6%,70.0%,8.3%,0.0%,58
2025 US Open R128,L vs Krejcikova,14.3%,22.9%,52.0%,20.0%,33.3%,55.6%,44.0%,35.0%,28.6%,6.7%,6.7%,42.9%,60.0%,0.0%,0.0%,-73
2025 Montreal F,W vs Osaka,18.5%,31.5%,45.2%,25.0%,42.9%,50.0%,56.0%,38.7%,60.0%,13.0%,21.7%,35.0%,53.8%,0.0%,0.0%,-23
2025 Montreal SF,W vs Rybakina,23.1%,37.2%,41.5%,24.1%,40.2%,43.9%,47.7%,51.2%,83.3%,30.4%,43.5%,31.3%,60.0%,15.4%,0.0%,118
2025 Montreal QF,W vs Bouzas Maneiro,36.2%,43.1%,42.9%,39.5%,44.7%,47.8%,50.0%,55.6%,50.0%,33.3%,44.4%,33.3%,87.5%,40.0%,-,17
2025 Montreal R16,W vs Gauff,40.0%,48.0%,64.0%,48.3%,51.7%,60.0%,42.9%,46.7%,0.0%,37.5%,56.3%,70.0%,33.3%,30.0%,0.0%,183
2025 Montreal R32,W vs Bouzkova,17.4%,26.1%,46.8%,22.0%,34.1%,50.0%,44.4%,34.8%,60.0%,16.7%,22.2%,40.0%,66.7%,33.3%,50.0%,5
Last 52 Weeks (25 matches),,26.8%,36.7%,48.5%,31.8%,44.2%,52.2%,47.6%,49.4%,65.3%,23.1%,30.0%,40.7%,66.5%,29.8%,22.5%,87
Career (27 matches),,26.5%,36.1%,48.2%,31.8%,44.1%,52.0%,47.9%,50.3%,64.6%,22.4%,28.7%,40.5%,65.5%,28.9%,22.7%,81
