Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2019,13,4,9,30.8%,11-12,47.8%,108-106,50.5%,0-1,0.0%,0,,,,,,,,,,,,QF (W25 Penza)
2018,27,15,12,55.6%,35-27,56.5%,295-266,52.6%,4-2,66.7%,0,,,,,,,,,,,,SF (2x)
2017,60,45,15,75.0%,95-41,69.9%,691-476,59.2%,4-2,66.7%,2,40.0%,56.3%,0.0%,8.8%,63.7%,46.2%,43.2%,45.1%,54.6%,49.7%,1.00,W (5x)
2016,46,32,14,69.6%,68-37,64.8%,538-408,56.9%,6-3,66.7%,0,,,,,,,,,,,,W (2x)
2015,16,6,10,37.5%,15-22,40.5%,173-176,49.6%,2-3,40.0%,0,,,,,,,,,,,,QF (Aktobe $10K)
2014,33,22,11,66.7%,43-24,64.2%,349-255,57.8%,5-5,50.0%,0,,,,,,,,,,,,W (Andijan 10K)
2013,24,9,15,37.5%,22-31,41.5%,246-255,49.1%,0-5,0.0%,0,,,,,,,,,,,,SF (Netanya 10K)
2012,21,12,9,57.1%,25-20,55.6%,211-181,53.8%,1-3,25.0%,0,,,,,,,,,,,,W (Astana 10K)
2011,16,8,8,50.0%,17-17,50.0%,158-166,48.8%,4-2,66.7%,0,,,,,,,,,,,,SF (Tbilisi 10K)
2010,4,1,3,25.0%,4-7,36.4%,47-51,48.0%,0-1,0.0%,0,,,,,,,,,,,,R16 (St Petersburg 10K)
2009,1,0,1,0.0%,0-2,0.0%,1-12,7.7%,0-0,-,0,,,,,,,,,,,,R32 (StPetersburg 10K)
Career,261,154,107,59.0%,335-240,58.3%,2817-2352,54.5%,26-27,49.1%,2,40.0%,56.3%,0.0%,8.8%,63.7%,46.2%,43.2%,45.1%,54.6%,49.7%,1.00,
