Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 W25 Leipzig Q2,W vs Amanmuradova,1.00,1.39,55.4,2.8,-,72.7%,-,47.4%,52.6%,55.9%
2019 W25 Fergana R32,W vs Riley,1.33,2.91,28.4,2.0,-,76.2%,-,63.2%,68.2%,63.2%
2018 Moscow Q1,L vs Vikhlyantseva,1.06,0.77,55.6,2.0,0.0%,51.3%,0.0%,44.4%,27.3%,50.0%
2018 Moscow Q1,L vs Trevisan,0.95,0.80,54.4,2.4,0.0%,50.0%,0.0%,40.0%,46.7%,45.2%
2018 St. Petersburg Q2,L vs Petkovic,0.88,0.51,35.4,2.0,0.0%,42.3%,4.0%,48.0%,33.3%,30.4%
2018 St. Petersburg Q1,W vs Pogrebnyak,0.94,1.58,48.9,2.7,0.0%,50.0%,0.0%,68.2%,68.2%,71.4%
2017 Limoges R16,L vs Perrin,1.01,0.63,40.4,2.5,0.0%,39.3%,0.0%,33.3%,50.0%,29.2%
2017 Limoges R32,W vs Cadantu Ignatik,1.17,1.82,28.4,2.0,0.0%,50.0%,0.0%,60.9%,68.0%,70.8%
2017 Moscow R32,L vs Goerges,0.99,0.66,46.9,2.3,0.0%,48.0%,0.0%,29.2%,48.3%,33.3%
2017 Moscow Q3,W vs Kamenskaya,1.06,1.29,58.5,3.2,0.0%,67.7%,0.0%,48.3%,47.5%,53.8%
2017 Moscow Q2,W vs Grammatikopoulou,1.02,1.25,61.5,2.7,5.0%,72.5%,2.9%,42.9%,48.8%,52.6%
2017 Moscow Q1,W vs Krejcikova,0.98,1.16,72.6,5.1,2.0%,60.8%,2.3%,56.8%,46.0%,50.8%
2017 Linz Q1,L vs Tomova,0.94,0.56,38.8,2.0,0.0%,36.7%,0.0%,57.1%,36.0%,27.3%
2017 Bastad Q1,L vs Allgurin,0.89,0.56,38.5,2.0,0.0%,40.9%,0.0%,38.1%,34.6%,41.7%
2017 Wimbledon Q2,L vs Kuzmova,0.87,0.76,55.6,3.3,2.6%,55.3%,0.0%,46.9%,34.1%,51.2%
2017 Calvia Q1,L vs Flipkens,1.01,0.54,40.3,2.0,0.0%,48.1%,0.0%,38.5%,30.4%,30.0%
2016 Luxembourg Q1,L vs Honcova,0.85,0.35,26.4,2.0,0.0%,50.0%,0.0%,33.3%,30.0%,16.7%
2016 Equeurdreville $25K R16,L vs Jorovic,0.93,0.79,65.4,4.0,0.0%,59.5%,0.0%,44.1%,40.5%,40.6%
2016 Equeurdreville $25K R32,W vs Cadantu Ignatik,1.01,1.54,49.9,2.3,0.0%,60.0%,0.0%,63.0%,60.0%,57.1%
2016 Kharkiv $25K QF,L vs Poznikhirenko,0.92,0.86,84.5,6.0,0.0%,46.4%,0.0%,48.1%,52.4%,45.8%
2019 (2 matches),,1.12,1.88,44.2,2.3,-,74.4%,-,55.3%,58.3%,58.5%
2018 (4 matches),,0.96,0.85,50.0,2.2,0.0%,48.9%,0.8%,48.0%,42.7%,48.3%
2017 (10 matches),,0.99,0.90,51.7,2.5,1.3%,53.8%,0.7%,46.0%,44.4%,46.3%
2016 (23 matches),,1.03,1.19,57.5,2.9,0.4%,55.1%,1.1%,52.2%,53.8%,53.9%
2015 (7 matches),,0.93,0.86,61.7,3.1,0.3%,49.3%,0.0%,41.2%,51.3%,48.5%
Career (61 matches),,1.00,1.03,55.8,2.6,0.5%,52.9%,0.9%,49.1%,50.6%,50.2%
