Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,13,6,7,46.2%,15-14,51.7%,147-132,52.7%,3-3,50.0%,13,71.6%,37.1%,5.0%,7.6%,63.3%,66.1%,48.3%,59.6%,45.0%,51.9%,1.11,QF (3x)
2025,50,31,19,62.0%,70-45,60.9%,565-469,54.6%,3-3,50.0%,49,68.7%,40.1%,4.5%,7.2%,59.2%,65.9%,47.6%,58.5%,45.0%,51.8%,1.08,W (W35 Monastir)
2024,77,48,29,62.3%,101-71,58.7%,846-745,53.2%,8-5,61.5%,2,73.1%,8.3%,2.1%,5.9%,58.8%,70.9%,37.7%,57.2%,31.9%,45.4%,0.75,W (4x)
2023,55,24,31,43.6%,55-63,46.6%,517-546,48.6%,4-3,57.1%,0,,,,,,,,,,,,SF (3x)
2022,64,38,26,59.4%,81-61,57.0%,684-604,53.1%,7-6,53.8%,0,,,,,,,,,,,,W (W15 Monastir)
2021,37,14,23,37.8%,34-50,40.5%,386-420,47.9%,5-7,41.7%,0,,,,,,,,,,,,SF (2x)
2020,15,7,8,46.7%,15-17,46.9%,140-133,51.3%,1-0,100.0%,0,,,,,,,,,,,,QF (2x)
2019,23,10,13,43.5%,26-29,47.3%,241-263,47.8%,4-5,44.4%,0,,,,,,,,,,,,QF (3x)
2018,9,4,5,44.4%,8-10,44.4%,83-84,49.7%,1-0,100.0%,0,,,,,,,,,,,,QF (Monastir 15K)
2017,16,10,6,62.5%,23-14,62.2%,188-139,57.5%,0-2,0.0%,0,,,,,,,,,,,,F (Hammamet $15K)
2016,13,6,7,46.2%,12-19,38.7%,121-157,43.5%,2-2,50.0%,0,,,,,,,,,,,,F (Hammamet $10K)
2015,3,1,2,33.3%,2-4,33.3%,25-32,43.9%,1-0,100.0%,0,,,,,,,,,,,,R16 (El Kantaoui $10K)
Career,375,199,176,53.1%,442-397,52.7%,3943-3724,51.4%,39-36,52.0%,64,69.5%,38.3%,4.5%,7.3%,60.0%,66.2%,47.3%,58.6%,44.5%,51.6%,1.08,
