Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2025 W50+H Palma del RÃ­o R32,W vs Tran,1.10,1.24,65.8,2.4,18.6%,60.5%,16.2%,56.8%,39.0%,53.8%
2022 Monastir R32,L vs Frech,1.05,0.43,40.5,2.1,0.0%,55.2%,10.7%,46.4%,26.1%,13.6%
2019 W25 Tunis R16,L vs Burillo Escorihuela,0.96,0.80,54.8,4.7,0.0%,47.7%,0.0%,58.5%,48.8%,28.9%
2019 W25 Tunis R32,W vs Pirazhenka,1.05,1.20,54.3,8.2,2.6%,50.0%,2.9%,48.6%,61.0%,55.0%
2019 W15 Tabarka R16,L vs Lee,0.95,0.60,45.1,3.0,11.1%,44.4%,4.2%,45.8%,40.0%,29.2%
2019 W15 Tabarka R32,W vs Kruger,1.30,1.82,37.0,2.0,3.8%,73.1%,0.0%,57.7%,36.7%,60.7%
2019 W15 Tabarka QF,L vs Lodikova,0.81,0.58,33.3,2.0,0.0%,51.7%,0.0%,48.3%,30.3%,40.6%
2019 W15 Tabarka R16,W vs Cisovska,1.20,1.42,40.5,3.9,5.3%,60.5%,0.0%,54.5%,63.4%,35.9%
2019 W15 Tabarka R32,W vs Talbi,1.01,1.41,52.5,2.5,6.1%,57.6%,9.7%,67.7%,58.1%,46.4%
2019 W15 Tabarka R32,L vs Hofer,0.89,0.78,60.0,3.0,0.0%,57.1%,0.0%,46.9%,43.6%,39.5%
2017 Hammamet $15K F,L vs Eklund,0.90,0.82,63.5,2.8,4.8%,54.8%,2.6%,50.0%,50.0%,36.4%
2017 Hammamet $15K SF,W vs Bullani,1.15,1.80,34.1,2.1,0.0%,69.2%,0.0%,54.2%,53.8%,65.4%
2017 Hammamet $15K R16,W vs Romeo,0.95,1.17,71.4,4.8,0.0%,65.8%,0.0%,48.6%,56.8%,47.6%
2017 Hammamet $15K R32,W vs Njoze,1.05,2.36,34.9,2.0,0.0%,65.0%,6.7%,80.0%,61.9%,66.7%
2017 Hammamet $15K R16,W vs Lukacs,1.13,1.60,46.8,2.2,3.6%,71.4%,0.0%,61.5%,42.9%,52.0%
2017 Hammamet $15K R32,W vs Njoze,1.03,2.21,32.2,2.0,0.0%,78.3%,0.0%,71.4%,52.9%,54.8%
2017 Hammamet $15K QF,L vs Shinikova,0.83,0.69,43.3,2.1,2.9%,55.9%,0.0%,41.9%,32.4%,53.1%
2017 Hammamet $15K R16,W vs Niedmers,1.08,1.58,45.6,2.0,6.3%,53.1%,0.0%,80.6%,40.7%,57.7%
2017 Hammamet $15K R16,L vs Lombardo,0.96,0.67,47.8,2.8,0.0%,51.7%,0.0%,33.3%,23.1%,59.1%
2017 Hammamet $15K R32,L vs Mijacika,0.96,0.86,79.6,6.0,0.0%,52.0%,2.0%,55.1%,42.9%,40.4%
2025 (1 matches),,1.10,1.24,65.8,2.4,18.6%,60.5%,16.2%,56.8%,39.0%,53.8%
2022 (1 matches),,1.05,0.43,40.5,2.1,0.0%,55.2%,10.7%,46.4%,26.1%,13.6%
2019 (8 matches),,1.02,1.01,47.9,3.0,3.3%,54.8%,2.0%,53.8%,48.8%,41.9%
2017 (12 matches),,1.00,1.12,55.3,2.5,1.7%,56.9%,0.8%,54.8%,48.3%,50.6%
2016 (9 matches),,1.08,0.95,59.8,3.0,0.6%,45.1%,0.6%,49.4%,45.1%,47.5%
Career (32 matches),,1.03,1.02,55.6,2.7,2.4%,52.2%,1.8%,52.8%,46.2%,47.2%
