Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,1,Hard,3,2,1,66.7%,2,1,1,50.0%,2024,2024,Q3,3,1.02,11.6%,7.1%,54.9%,73.2%,48.5%,62.1%,38.8%,61.9%,39.3%
US Open,1,Hard,2,1,1,50.0%,0,0,0,-,2024,2024,Q2,2,0.93,2.4%,3.0%,62.7%,62.5%,48.4%,57.2%,39.7%,47.1%,75.0%
Doha,3,Hard,3,0,3,0.0%,0,0,0,-,2023,2025,R32,3,0.82,5.3%,3.2%,61.1%,64.9%,51.0%,59.5%,33.3%,65.5%,40.0%
Mallorca,2,Grass,5,3,2,60.0%,3,3,0,100.0%,2023,2024,R32,5,1.05,6.0%,7.3%,56.5%,69.9%,53.6%,62.8%,39.0%,56.3%,38.7%
Geneva,2,Clay,3,1,2,33.3%,0,0,0,-,2023,2024,Q2,3,0.87,2.8%,2.2%,60.6%,57.8%,52.1%,55.6%,38.8%,52.2%,42.1%
Madrid Masters,2,Clay,3,1,2,33.3%,0,0,0,-,2023,2024,R128,3,0.82,2.9%,4.1%,61.4%,64.8%,43.9%,56.7%,35.5%,50.0%,23.5%
