Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,11,Hard,16,5,11,31.3%,1,0,1,0.0%,1995,2005,R32,1,0.91,1.5%,2.9%,61.8%,61.9%,46.2%,55.9%,40.0%,0.0%,25.0%
Roland Garros,13,Clay,28,15,13,53.6%,7,4,3,57.1%,1992,2005,R64,2,0.77,3.8%,10.6%,59.1%,64.1%,31.5%,50.8%,37.9%,55.0%,44.4%
Wimbledon,14,Grass,35,21,14,60.0%,12,4,8,33.3%,1991,2005,R32,4,0.81,4.5%,6.9%,60.3%,66.4%,40.8%,56.3%,35.4%,35.0%,38.1%
US Open,12,Hard,21,9,12,42.9%,5,2,3,40.0%,1994,2005,R32,3,0.82,9.0%,7.5%,61.5%,62.6%,35.1%,52.0%,39.4%,50.0%,41.7%
Olympics,1,,2,1,1,50.0%,0,0,0,-,2000,2000,R32,0,,,,,,,,,,
Fed Cup,7,,16,9,7,56.3%,5,4,1,80.0%,1997,2005,,0,,,,,,,,,,
Birmingham,12,Grass,28,16,12,57.1%,8,2,6,25.0%,1992,2005,SF,0,,,,,,,,,,
Hobart,8,Hard,15,7,8,46.7%,6,4,2,66.7%,1997,2005,SF,0,,,,,,,,,,
Tokyo,7,Carpet,28,21,7,75.0%,3,2,1,66.7%,1999,2005,R16,0,,,,,,,,,,
Leipzig,6,Carpet,15,9,6,60.0%,6,3,3,50.0%,1991,2003,QF,0,,,,,,,,,,
Filderstadt,6,Hard,14,8,6,57.1%,3,1,2,33.3%,1992,2004,Q3,0,,,,,,,,,,
Quebec City,6,Hard,10,4,6,40.0%,2,1,1,50.0%,1997,2004,R16,0,,,,,,,,,,
