Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,80,28,52,35.0%,69-110,38.5%,729-880,45.3%,12-8,60.0%,4,-,-,7.1%,6.3%,61.6%,62.4%,37.9%,53.0%,39.6%,45.9%,0.84
Clay,51,19,32,37.3%,45-72,38.5%,484-566,46.1%,4-5,44.4%,2,-,-,3.8%,10.6%,59.1%,64.1%,31.5%,50.8%,37.9%,44.3%,0.77
Grass,42,19,23,45.2%,40-50,44.4%,394-430,47.8%,2-9,18.2%,4,-,-,4.5%,6.9%,60.3%,66.4%,40.8%,56.3%,35.4%,46.0%,0.81
Carpet,54,26,28,48.1%,53-61,46.5%,517-543,48.8%,9-4,69.2%,0,,,,,,,,,,,
Grand Slams,56,21,35,37.5%,48-76,38.7%,507-595,46.0%,3-10,23.1%,10,-,-,5.4%,7.4%,60.6%,64.3%,37.6%,53.8%,37.8%,45.6%,0.82
Premiers,31,10,21,32.3%,29-46,38.7%,323-386,45.6%,8-3,72.7%,0,,,,,,,,,,,
Internationals,36,13,23,36.1%,32-51,38.6%,368-420,46.7%,4-5,44.4%,0,,,,,,,,,,,
Finals,1,0,1,0.0%,0-2,0.0%,8-12,40.0%,0-0,-,0,,,,,,,,,,,
Semi-finals,5,1,4,20.0%,2-8,20.0%,33-53,38.4%,0-0,-,0,,,,,,,,,,,
Quarter-finals,12,5,7,41.7%,11-16,40.7%,122-126,49.2%,0-0,-,0,,,,,,,,,,,
vs Righties,172,63,109,36.6%,148-237,38.4%,1598-1903,45.6%,18-20,47.4%,10,-,-,5.4%,7.4%,60.6%,64.3%,37.6%,53.8%,37.8%,45.6%,0.82
vs Lefties,25,14,11,56.0%,30-24,55.6%,257-236,52.1%,4-3,57.1%,0,,,,,,,,,,,
vs Top 10,19,2,17,10.5%,5-34,12.8%,124-227,35.3%,1-3,25.0%,3,-,-,5.4%,7.8%,58.7%,60.2%,31.9%,48.5%,36.6%,42.5%,0.71
