Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
2011,,,,,,,,,,,787,29,,
2005,224,144,133,1633,149,1539,118,1584,84,1571,,,,
2004,122,286,101,1714,112,1622,99,1632,69,1611,,,,
2003,73,485,52,1821,65,1703,72,1686,38,1705,,,,
2002,67,521,76,1761,80,1668,86,1652,48,1662,,,,
2001,177,169,145,1606,143,1549,131,1558,123,1507,,,,
2000,100,336,72,1777,68,1702,88,1662,60,1623,,,,
1999,82,356,69,1797,68,1710,82,1681,61,1635,,,,
1998,102,259,83,1751,90,1647,103,1628,63,1639,,,,
1997,98,276,76,1774,79,1686,115,1616,66,1606,,,,
1996,51,450,57,1832,76,1692,104,1654,50,1677,,,,
1995,95,17,146,1692,138,1615,195,1572,80,1619,,,,
1994,110,13,140,1686,128,1629,255,1445,113,1554,,,,
1993,,,227,1580,187,1560,329,1407,149,1491,,,,
1992,231,4,236,1577,187,1546,305,1431,150,1502,,,,
1991,168,6,135,1697,199,1522,232,1507,93,1584,,,,
1990,350,1,303,1443,288,1378,274,1411,,,,,,
