Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,9,Hard,19,10,9,52.6%,9,4,5,44.4%,2014,2023,R64,16,1.02,6.1%,4.6%,64.4%,70.3%,50.1%,63.1%,37.8%,65.6%,38.3%
Roland Garros,10,Clay,19,9,10,47.4%,10,7,3,70.0%,2014,2023,R32,14,1.01,4.9%,4.8%,63.6%,69.1%,51.3%,62.6%,37.7%,61.7%,30.8%
Wimbledon,8,Grass,13,5,8,38.5%,6,2,4,33.3%,2014,2023,R128,7,0.80,5.8%,4.8%,60.3%,71.8%,51.5%,63.7%,28.9%,60.4%,40.0%
US Open,9,Hard,16,7,9,43.8%,5,1,4,20.0%,2014,2023,R64,14,0.97,6.1%,4.7%,58.3%,70.6%,50.8%,62.4%,36.5%,61.6%,39.7%
Olympics,1,,1,0,1,0.0%,1,0,1,0.0%,2021,2021,R64,0,,,,,,,,,,
Davis Cup,9,,21,7,14,33.3%,13,5,8,38.5%,2014,2026,,7,0.92,4.7%,2.9%,66.1%,69.7%,50.3%,63.1%,33.9%,48.6%,58.3%
Kitzbuhel,2,Clay,5,3,2,60.0%,2,2,0,100.0%,2015,2025,R16,4,1.36,8.0%,2.3%,58.6%,73.9%,64.8%,70.1%,40.6%,76.5%,50.0%
Umag,3,Clay,8,4,4,50.0%,1,0,1,0.0%,2014,2022,R16,8,1.07,4.0%,5.7%,58.5%,72.6%,49.8%,63.2%,39.5%,56.0%,42.1%
Munich,5,Clay,15,8,7,53.3%,5,1,4,20.0%,2014,2022,QF,15,1.12,6.4%,5.2%,61.9%,74.1%,50.8%,65.2%,39.0%,59.5%,41.2%
Marseille,6,Hard,15,9,6,60.0%,11,4,7,36.4%,2014,2022,QF,15,1.06,9.8%,3.5%,61.0%,73.5%,51.7%,65.0%,37.1%,72.0%,45.8%
Paris Masters,3,Hard,8,5,3,62.5%,2,2,0,100.0%,2017,2021,R16,8,1.01,6.3%,4.6%,57.3%,71.4%,47.1%,61.0%,39.3%,56.9%,51.1%
Vienna,3,Hard,9,5,4,55.6%,6,4,2,66.7%,2014,2021,R32,9,1.02,8.4%,4.5%,63.0%,73.2%,46.0%,63.2%,37.7%,69.1%,35.9%
