Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),295,174,257,1512,243,1472,198,1510,,,,,,
2025,299,177,240,1524,231,1482,194,1516,,,,,,
2024,431,101,224,1526,202,1499,189,1514,,,,,,
2023,315,169,233,1515,206,1483,172,1521,194,1437,,,,
2022,114,496,141,1637,133,1591,118,1606,,,,,,
2021,118,624,130,1655,123,1604,107,1627,137,1525,,,,
2020,88,789,72,1733,70,1687,88,1645,,,,,,
2019,109,507,144,1621,133,1582,129,1573,127,1537,,,,
2018,247,189,240,1489,227,1453,244,1442,170,1472,415,53,,
2017,132,423,163,1586,149,1557,160,1530,151,1489,685,62,,
2016,142,441,114,1660,91,1663,177,1509,176,1465,1119,20,,
2015,138,431,180,1562,159,1532,156,1534,196,1436,282,245,,
2014,126,443,130,1637,123,1595,110,1610,154,1489,554,95,,
2013,197,257,212,1523,214,1466,207,1473,,,484,112,,
2012,352,124,365,1300,351,1278,333,1286,,,539,98,,
2011,472,73,,,,,,,,,883,32,,
2010,585,39,,,,,,,,,,,,
2009,1473,2,,,,,,,,,,,,
