Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
10-Apr-2023,Split CH,Clay,F,142,167,Zsombor Piros [HUN] d. (3) Gombos,7-6(2) 7-6(9),1.04,7.8%,0.0%,66.2%,80.4%,46.2%,0/1,1:53
04-Jul-2022,Salzburg CH,Clay,F,124,89,(6) Thiago Monteiro [BRA] d. Gombos,6-3 7-6(2),0.70,11.1%,4.2%,48.6%,80.0%,45.9%,4/5,1:51
04-Apr-2022,Murcia CH,Clay,F,110,140,(4) Chun Hsin Tseng [TPE] d. (1) Gombos,6-4 6-1,0.64,5.2%,3.4%,55.2%,59.4%,46.2%,6/9,1:22
04-Oct-2021,Mouilleron-Le-Captif CH,Hard,F,114,80,(2) Jiri Vesely [CZE] d. (8) Gombos,6-4 6-4,0.51,18.0%,3.3%,65.6%,72.5%,47.6%,4/6,1:13
08-Jul-2019,Winnipeg CH,Hard,F,158,112,(6) Gombos d. (3) Brayden Schnur [CAN],7-6(3) 6-3,1.24,5.3%,5.3%,66.7%,76.0%,44.0%,3/5,1:38
17-Jun-2019,Bratislava CH,Clay,F,202,221,(8) Gombos d. (7) Attila Balazs [HUN],6-3 3-6 6-2,1.17,5.3%,2.6%,52.6%,67.5%,61.1%,7/10,2:09
25-Feb-2019,Pau CH,Hard,F,264,153,(4) Alexander Bublik [KAZ] d. Gombos,5-7 6-3 6-3,0.83,4.5%,8.0%,62.5%,74.5%,48.5%,6/9,1:44
25-Sep-2017,Orleans CH,Hard,F,89,110,(4) Gombos d. (6) Julien Benneteau [FRA],6-3 5-7 6-2,0.99,12.5%,2.7%,69.6%,73.1%,38.2%,10/12,1:57
15-May-2017,Heilbronn CH,Clay,F,100,294,(Q) Filip Krajinovic [SRB] d. (4) Gombos,6-3 6-2,0.79,8.5%,2.1%,46.8%,63.6%,44.0%,1/5,1:04
07-Nov-2016,Bratislava CH,Hard,F,161,138,Gombos d. Marius Copil [ROU],7-6(8) 4-6 6-3,1.01,17.5%,0.0%,76.7%,74.7%,62.5%,10/11,2:09
