Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2022 US Open R128,L vs Ramos,0.93,0.61,29.9,2.1,7.8%,54.9%,4.3%,66.0%,29.2%,22.7%
2021 US Open R128,L vs Garin,1.03,0.80,50.4,3.2,9.2%,58.5%,7.3%,63.6%,32.3%,28.6%
2021 Roland Garros R128,L vs Carreno Busta,0.84,0.52,27.4,2.0,18.2%,70.5%,5.0%,47.5%,30.0%,19.4%
2021 Australian Open R128,L vs Bolt,0.84,0.64,25.9,2.1,9.8%,55.7%,1.8%,60.7%,22.8%,42.9%
2020 Roland Garros R32,L vs Schwartzman,0.84,0.72,31.8,3.2,3.7%,51.9%,3.7%,50.0%,32.8%,51.9%
2020 Roland Garros R64,W vs Rodionov,0.97,1.21,46.6,2.2,6.8%,67.8%,3.6%,63.6%,47.8%,36.9%
2020 Roland Garros R128,W vs Coric,0.99,1.33,41.4,3.0,1.7%,67.8%,3.9%,72.5%,42.9%,37.9%
2020 US Open R64,L vs Cilic,0.84,0.84,48.3,3.2,4.5%,65.2%,4.9%,62.3%,37.5%,35.0%
2020 US Open R128,W vs Albot,1.08,1.60,28.2,2.0,8.5%,78.7%,4.9%,58.5%,48.1%,42.0%
2020 Pau CH R32,L vs Gulbis,0.75,0.98,57.9,2.2,22.9%,85.7%,13.3%,76.7%,19.5%,28.9%
2020 Australian Open R128,L vs Davidovich Fokina,0.86,0.86,45.6,5.2,4.0%,60.0%,5.8%,62.3%,39.7%,37.5%
2019 Washington QF,L vs Kyrgios,1.11,0.54,45.2,2.1,-,46.4%,-,70.8%,30.8%,8.7%
2019 Washington R32,W vs Mannarino,1.09,1.03,61.6,2.2,-,64.9%,-,66.7%,32.4%,32.3%
2019 Winnipeg CH F,W vs Schnur,1.01,1.20,54.3,2.6,-,72.5%,-,54.3%,43.2%,42.4%
2019 Winnipeg CH SF,W vs Moriya,1.12,1.62,47.0,2.0,-,77.8%,-,58.3%,51.7%,38.5%
2019 Winnipeg CH QF,W vs Li,1.50,1.99,33.8,2.0,-,63.6%,-,76.7%,48.1%,30.4%
2019 Winnipeg CH R32,W vs Sigouin,0.78,1.45,50.4,3.1,-,70.4%,-,75.9%,47.4%,52.9%
2019 Bratislava CH F,W vs Balazs,1.28,1.30,56.7,2.6,-,58.5%,-,60.0%,37.5%,45.7%
2019 Bratislava CH QF,W vs Kovalik,1.44,1.38,48.7,2.1,-,70.3%,-,73.5%,30.8%,23.1%
2019 Bratislava CH R32,W vs Ojeda Lara,1.77,3.84,24.0,2.0,-,67.9%,-,87.5%,59.1%,40.0%
2022 (1 matches),,0.93,0.61,29.9,2.1,7.8%,54.9%,4.3%,66.0%,29.2%,22.7%
2021 (3 matches),,0.91,0.67,35.7,2.3,11.8%,60.6%,4.6%,58.3%,28.3%,31.2%
2020 (7 matches),,0.91,1.01,42.6,2.8,6.3%,66.6%,5.3%,62.9%,39.4%,38.8%
2019 (39 matches),,1.06,1.15,58.6,2.7,4.2%,63.1%,5.1%,62.8%,40.3%,40.3%
2018 (37 matches),,0.99,1.01,55.5,2.6,6.5%,64.5%,8.2%,63.7%,35.8%,37.3%
Career (306 matches),,1.02,1.07,55.8,2.7,6.3%,63.3%,6.8%,62.4%,38.8%,39.0%
