Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2026 Australian Open R128,L vs Andreeva,19.0%,25.3%,43.3%,25.0%,29.5%,42.4%,58.3%,50.0%,33.3%,12.9%,22.6%,44.4%,41.7%,21.1%,33.3%,13
2025 Chennai QF,L vs Birrell,28.3%,32.6%,34.6%,57.9%,63.2%,25.0%,77.8%,30.0%,25.0%,10.0%,15.0%,38.9%,30.0%,20.0%,50.0%,-33
2025 Chennai R32,W vs Adkar,37.0%,43.8%,40.0%,56.1%,61.0%,55.6%,85.0%,38.1%,42.9%,15.4%,26.9%,27.3%,75.0%,14.3%,0.0%,25
2025 Wuhan R64,L vs Bencic,22.9%,35.4%,37.9%,38.9%,61.1%,54.5%,22.2%,44.4%,100.0%,18.2%,27.3%,27.8%,50.0%,0.0%,0.0%,35
2025 Bad Homburg R32,W vs Shnaider,31.7%,46.7%,57.5%,37.5%,59.4%,60.0%,64.7%,60.0%,0.0%,25.9%,33.3%,55.0%,45.5%,25.0%,50.0%,-61
2025 Rome R64,L vs Andreescu,17.6%,26.4%,50.0%,28.6%,40.5%,63.3%,52.4%,42.9%,66.7%,10.5%,18.4%,38.2%,5.0%,27.8%,50.0%,-25
2025 Doha R64,L vs Noskova,32.7%,41.8%,36.4%,35.7%,53.6%,44.4%,58.3%,62.5%,0.0%,34.8%,34.8%,26.7%,63.6%,33.3%,40.0%,75
2025 Australian Open R32,W vs Shnaider,29.9%,45.3%,46.8%,40.0%,57.1%,57.1%,64.3%,54.8%,50.0%,16.7%,31.0%,34.3%,60.0%,4.5%,0.0%,24
2024 US Open R16,L vs Zheng,32.7%,41.8%,50.0%,46.6%,56.9%,48.4%,58.6%,69.0%,25.0%,15.6%,25.0%,51.9%,90.0%,31.8%,33.3%,25
2024 Olympics F,L vs Zheng,23.7%,32.2%,37.2%,28.6%,35.7%,40.0%,41.7%,62.5%,50.0%,20.7%,31.0%,34.8%,66.7%,21.4%,0.0%,-26
2024 Olympics SF,W vs Schmiedlova,31.1%,53.3%,67.9%,48.3%,69.0%,60.0%,75.0%,46.2%,-,0.0%,30.8%,76.9%,33.3%,10.0%,-,-119
2024 Olympics QF,W vs Kostyuk,19.0%,30.6%,45.1%,14.5%,33.9%,52.8%,45.8%,34.2%,37.5%,26.9%,30.8%,34.2%,33.3%,17.9%,28.6%,39
2024 Olympics R16,W vs Gauff,23.1%,38.5%,50.9%,33.3%,52.4%,64.3%,47.4%,60.9%,20.0%,12.1%,24.2%,37.9%,84.6%,40.0%,0.0%,-3
2024 Olympics R32,W vs Andreescu,25.0%,34.2%,39.6%,28.2%,41.0%,42.9%,22.2%,42.9%,75.0%,24.2%,30.3%,36.0%,43.8%,35.3%,16.7%,27
2024 Wimbledon SF,L vs Paolini,33.0%,46.0%,53.3%,48.3%,65.5%,66.7%,51.9%,41.9%,50.0%,14.3%,22.9%,40.0%,20.0%,10.0%,0.0%,18
2024 Wimbledon QF,W vs Sun,40.5%,57.1%,63.6%,55.6%,71.1%,70.0%,50.0%,40.7%,33.3%,27.3%,48.5%,58.3%,70.6%,6.3%,0.0%,82
2024 Bad Homburg F,L vs Shnaider,24.3%,44.3%,59.2%,34.1%,56.1%,63.0%,56.3%,48.0%,75.0%,11.5%,34.6%,56.5%,78.6%,16.7%,0.0%,-4
2024 Roland Garros R32,L vs Danilovic,19.6%,36.4%,50.0%,25.8%,42.4%,51.0%,31.0%,45.9%,16.7%,10.8%,29.7%,48.5%,40.0%,22.7%,50.0%,-6
2024 Stuttgart R32,L vs Vondrousova,13.5%,30.8%,47.6%,14.3%,42.9%,62.5%,28.6%,57.1%,100.0%,14.3%,19.0%,27.8%,44.4%,8.3%,0.0%,25
2024 Indian Wells R64,L vs Wozniacki,21.9%,39.7%,58.0%,30.2%,51.2%,56.7%,57.9%,58.3%,66.7%,13.0%,30.4%,60.0%,71.4%,12.5%,0.0%,-4
Last 52 Weeks (6 matches),,25.4%,34.3%,45.2%,38.8%,49.5%,52.5%,62.0%,44.8%,47.8%,15.2%,23.8%,38.8%,37.3%,19.1%,33.3%,24
Career (85 matches),,26.3%,36.9%,46.4%,34.5%,48.1%,51.5%,46.5%,47.4%,45.0%,18.8%,26.9%,40.2%,45.3%,25.0%,27.1%,64
