Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,329,163,166,49.5%,381-378,50.2%,3553-3497,50.4%,39-43,47.6%,306,67.0%,34.4%,5.0%,7.0%,54.9%,67.3%,44.1%,56.8%,43.3%,50.0%,1.00
Clay,77,37,40,48.1%,86-88,49.4%,835-821,50.4%,7-16,30.4%,77,67.1%,35.1%,4.3%,7.1%,56.7%,65.7%,44.3%,56.4%,43.5%,50.0%,1.00
Grass,82,49,33,59.8%,107-85,55.7%,967-866,52.8%,12-14,46.2%,82,75.4%,31.0%,6.6%,6.0%,58.2%,71.2%,47.7%,61.4%,41.8%,51.4%,1.08
Grand Slams,103,54,49,52.4%,120-118,50.4%,1144-1115,50.6%,9-17,34.6%,103,70.6%,32.5%,5.8%,7.0%,56.3%,68.9%,44.7%,58.3%,42.4%,50.2%,1.02
Premiers,122,56,66,45.9%,133-146,47.7%,1338-1322,50.3%,13-28,31.7%,122,67.2%,34.6%,5.1%,6.7%,56.9%,67.0%,44.3%,57.2%,42.9%,50.0%,1.00
Internationals,164,92,72,56.1%,209-171,55.0%,1815-1680,51.9%,20-15,57.1%,155,69.9%,35.6%,5.5%,6.7%,55.1%,68.5%,45.2%,58.0%,43.8%,50.9%,1.04
Finals,14,4,10,28.6%,12-23,34.3%,162-195,45.4%,3-6,33.3%,12,73.0%,21.2%,7.1%,5.4%,55.6%,68.8%,47.4%,59.3%,38.7%,49.0%,0.95
Semi-finals,21,14,7,66.7%,32-20,61.5%,269-224,54.6%,6-3,66.7%,20,72.0%,35.9%,7.0%,6.5%,59.4%,70.0%,44.3%,59.5%,43.7%,51.4%,1.08
Quarter-finals,35,20,15,57.1%,44-35,55.7%,392-364,51.9%,5-5,50.0%,34,70.3%,32.2%,5.4%,7.0%,57.3%,68.9%,46.9%,59.5%,43.3%,51.3%,1.07
vs Righties,437,223,214,51.0%,511-489,51.1%,4744-4597,50.8%,48-63,43.2%,415,67.9%,34.4%,5.1%,6.9%,55.6%,67.4%,44.5%,57.3%,43.2%,50.2%,1.01
vs Lefties,43,18,25,41.9%,47-60,43.9%,504-529,48.8%,7-10,41.2%,42,70.4%,27.9%,5.9%,6.3%,57.5%,69.0%,46.0%,59.2%,40.5%,49.6%,0.99
vs Top 10,61,17,44,27.9%,49-95,34.0%,646-777,45.4%,8-20,28.6%,59,67.2%,25.0%,4.9%,6.8%,57.2%,67.1%,42.7%,56.7%,39.2%,48.0%,0.90
