Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2026 Australian Open R128,L vs Andreeva,47% (7/15),67% (2/3),1/1,0/0,55% (6/11),0/2,0/1,- (0/0),- (0/0)
2025 Chennai QF,L vs Birrell,100% (4/4),- (0/0),0/0,0/0,56% (5/9),0/2,0/1,- (0/0),- (0/0)
2025 Chennai R32,W vs Adkar,47% (7/15),42% (5/12),2/4,1/2,89% (8/9),0/0,0/0,- (0/0),- (0/0)
2025 Wuhan R64,L vs Bencic,50% (3/6),33% (1/3),0/0,0/0,0% (0/5),0/2,0/1,- (0/0),- (0/0)
2025 Bad Homburg R32,W vs Shnaider,64% (9/14),100% (3/3),2/4,1/1,100% (4/4),0/0,0/0,- (0/0),- (0/0)
2025 Rome R64,L vs Andreescu,41% (7/17),40% (2/5),1/3,0/0,64% (9/14),0/2,0/1,- (0/0),- (0/0)
2025 Doha R64,L vs Noskova,83% (5/6),33% (1/3),0/0,0/0,50% (4/8),0/2,0/1,- (0/0),- (0/0)
2025 Australian Open R32,W vs Shnaider,76% (13/17),67% (6/9),2/2,1/1,58% (7/12),0/1,0/0,55% (6/11),40% (4/10)
2024 US Open R16,L vs Zheng,63% (12/19),29% (2/7),1/3,0/0,63% (5/8),1/3,1/2,50% (2/4),0% (0/5)
2024 US Open R32,W vs Stearns,90% (9/10),57% (4/7),2/2,1/1,60% (3/5),0/0,0/0,- (0/0),- (0/0)
2024 US Open R64,W vs Minnen,82% (9/11),80% (4/5),2/3,1/1,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2024 US Open R128,W vs Birrell,62% (8/13),67% (4/6),2/5,1/1,33% (1/3),0/0,0/0,- (0/0),- (0/0)
2024 Paris Olympics F,L vs Zheng,31% (4/13),25% (1/4),0/0,0/0,43% (3/7),0/2,0/1,- (0/0),- (0/0)
2024 Paris Olympics SF,W vs Schmiedlova,62% (8/13),67% (4/6),2/4,1/2,- (0/0),0/0,0/0,- (0/0),- (0/0)
2024 Paris Olympics QF,W vs Kostyuk,56% (9/16),42% (5/12),2/7,1/5,65% (11/17),3/4,1/1,44% (4/9),67% (6/9)
2024 Paris Olympics R16,W vs Gauff,62% (8/13),67% (4/6),2/4,1/2,78% (7/9),3/3,0/0,50% (4/8),63% (5/8)
2024 Paris Olympics R32,W vs Andreescu,42% (5/12),54% (7/13),2/3,1/2,60% (6/10),0/0,0/0,- (0/0),- (0/0)
2024 Wimbledon SF,L vs Paolini,71% (12/17),29% (4/14),1/3,0/2,57% (4/7),3/5,3/4,78% (7/9),11% (1/9)
2024 Wimbledon QF,W vs Sun,76% (13/17),50% (4/8),2/3,1/1,67% (4/6),0/1,0/0,- (0/0),- (0/0)
2024 Wimbledon R16,W vs Badosa,60% (9/15),100% (4/4),2/3,1/1,40% (2/5),0/1,0/0,- (0/0),- (0/0)
2026 (1 matches),,46.7%,66.7%,100.0%,-,54.5%,0.0%,0.0%,-,-
2025 (7 matches),,60.8%,51.4%,53.8%,75.0%,60.7%,0.0%,0.0%,54.5%,40.0%
2024 (21 matches),,61.9%,42.1%,48.4%,39.4%,56.9%,54.2%,42.9%,54.5%,35.4%
2023 (16 matches),,58.2%,46.2%,64.7%,83.3%,63.5%,33.3%,25.0%,45.5%,18.2%
2022 (5 matches),,65.5%,62.5%,75.0%,50.0%,55.0%,43.8%,20.0%,27.3%,40.0%
Career (324 matches),,57.8%,46.2%,55.1%,59.7%,55.7%,44.4%,44.0%,56.7%,42.0%
