Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,7,2,5,28.6%,7-11,38.9%,73-95,43.5%,2-0,100.0%,7,60.2%,25.3%,4.6%,6.2%,58.1%,60.8%,40.2%,52.1%,40.0%,46.2%,0.84,R32 (3x)
2025,37,14,23,37.8%,33-51,39.3%,360-413,46.6%,2-7,22.2%,36,63.8%,30.1%,5.1%,7.6%,54.5%,67.4%,40.9%,55.4%,41.6%,48.7%,0.93,QF (Chennai)
2024,52,32,20,61.5%,73-54,57.5%,653-561,53.8%,6-10,37.5%,52,73.9%,34.3%,6.1%,6.3%,56.9%,71.0%,45.4%,60.0%,44.1%,51.7%,1.10,F (2x)
2023,49,29,20,59.2%,63-50,55.8%,565-523,51.9%,11-9,55.0%,49,70.4%,33.6%,5.2%,7.0%,56.2%,68.4%,45.1%,58.2%,43.4%,50.8%,1.04,W (Monterrey)
2022,27,14,13,51.9%,32-28,53.3%,285-273,51.1%,3-3,50.0%,27,70.3%,32.9%,5.6%,8.1%,56.1%,68.8%,45.9%,58.8%,42.2%,50.5%,1.02,F (San Diego)
2021,31,16,15,51.6%,38-35,52.1%,364-333,52.2%,4-7,36.4%,28,72.8%,32.6%,6.2%,7.4%,57.4%,69.2%,45.0%,58.9%,42.6%,50.8%,1.03,W (Courmayeur)
2020,19,8,11,42.1%,17-25,40.5%,192-203,48.6%,1-2,33.3%,19,64.6%,32.8%,4.5%,6.8%,58.0%,65.7%,44.8%,56.9%,42.3%,49.4%,0.98,QF (Adelaide)
2019,61,37,24,60.7%,86-56,60.6%,741-612,54.8%,5-14,26.3%,61,72.5%,37.7%,5.0%,6.2%,56.7%,69.4%,46.5%,59.5%,44.1%,51.7%,1.09,F (2x)
2018,55,31,24,56.4%,71-53,57.3%,602-553,52.1%,6-6,50.0%,54,67.1%,38.3%,4.6%,6.9%,55.4%,67.3%,45.6%,57.6%,45.0%,51.2%,1.06,F (Washington)
2017,40,18,22,45.0%,42-47,47.2%,412-425,49.2%,5-8,38.5%,40,66.3%,30.3%,5.4%,7.5%,56.1%,66.4%,45.7%,57.3%,41.2%,49.4%,0.96,W (Nottingham)
2016,20,4,16,20.0%,11-34,24.4%,187-245,43.3%,1-4,20.0%,20,55.7%,31.3%,3.9%,8.5%,49.8%,64.6%,39.9%,52.2%,41.6%,46.9%,0.87,R16 (2x)
2015,21,10,11,47.6%,21-28,42.9%,190-235,44.7%,0-0,-,14,57.8%,31.6%,6.5%,9.4%,57.9%,63.9%,43.3%,55.2%,39.7%,47.3%,0.89,F (Tashkent)
2014,34,14,20,41.2%,37-45,45.1%,370-402,47.9%,6-1,85.7%,30,-,-,4.6%,5.6%,53.5%,66.4%,40.9%,54.5%,42.4%,48.5%,0.93,W (Kuala Lumpur)
2013,28,15,13,53.6%,33-29,53.2%,283-256,52.5%,5-2,71.4%,24,-,-,4.3%,4.4%,56.5%,64.5%,50.6%,58.5%,43.6%,50.9%,1.05,F (Birmingham)
2012,7,5,2,71.4%,10-5,66.7%,78-55,58.6%,1-0,100.0%,4,-,-,6.7%,3.5%,52.0%,71.2%,53.3%,62.6%,45.4%,53.4%,1.21,F (Tashkent)
Career,488,249,239,51.0%,574-551,51.0%,5355-5184,50.8%,58-73,44.3%,465,68.5%,33.9%,5.2%,6.8%,55.8%,67.7%,44.7%,57.6%,43.0%,50.3%,1.01,
