Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,15,5,10,33.3%,14-21,40.0%,143-175,45.0%,2-1,66.7%,15,57.3%,32.3%,5.5%,9.3%,52.9%,64.8%,37.8%,52.1%,42.4%,47.4%,0.88
Clay,9,4,5,44.4%,10-13,43.5%,105-111,48.6%,0-3,0.0%,9,68.8%,28.8%,4.7%,7.2%,57.1%,68.0%,39.7%,55.9%,41.1%,48.8%,0.93
Grass,6,2,4,33.3%,5-8,38.5%,52-60,46.4%,0-0,-,6,69.6%,23.2%,6.0%,6.0%,58.5%,67.3%,46.7%,58.7%,38.6%,48.9%,0.94
Grand Slams,7,3,4,42.9%,8-10,44.4%,82-89,48.0%,0-3,0.0%,7,63.1%,34.5%,5.7%,8.0%,55.8%,66.7%,40.3%,55.0%,43.5%,49.2%,0.97
Premiers,8,2,6,25.0%,5-12,29.4%,69-86,44.5%,0-1,0.0%,8,56.6%,33.3%,5.4%,7.9%,54.8%,65.2%,36.0%,52.0%,43.1%,47.6%,0.90
Internationals,4,2,2,50.0%,5-4,55.6%,42-35,54.5%,0-0,-,4,71.8%,36.8%,10.2%,9.8%,54.5%,70.5%,42.2%,57.6%,44.2%,51.0%,1.04
Quarter-finals,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,1,50.0%,0.0%,10.9%,15.2%,41.3%,68.4%,33.3%,47.8%,20.9%,34.8%,0.40
vs Righties,24,8,16,33.3%,21-36,36.8%,228-279,45.0%,0-3,0.0%,24,60.6%,29.6%,4.9%,8.3%,55.1%,66.0%,37.9%,53.4%,41.0%,47.5%,0.88
vs Lefties,4,1,3,25.0%,4-6,40.0%,46-51,47.4%,0-1,0.0%,4,66.7%,29.2%,5.4%,7.3%,58.0%,64.8%,43.2%,55.7%,41.3%,48.6%,0.93
vs Top 10,5,1,4,20.0%,4-9,30.8%,49-68,41.9%,0-1,0.0%,5,62.7%,21.1%,2.3%,6.0%,58.1%,61.9%,41.6%,53.4%,36.4%,45.3%,0.78
