Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2026 Australian Open R128,L vs Andreeva,15% (2/13),100% (2/2),1/5,50% (6/12),17% (1/6),2/2,1/1,1/1,0/0,0/0
2025 Chennai QF,L vs Birrell,0% (0/8),- (0/0),0/4,63% (5/8),20% (1/5),0/0,0/0,1/1,0/0,0/0
2025 Chennai R32,W vs Adkar,100% (7/7),71% (5/7),0/1,63% (5/8),80% (4/5),4/5,2/2,0/0,1/1,0/0
2025 Wuhan R64,L vs Bencic,25% (2/8),50% (1/2),1/3,63% (5/8),0% (0/5),0/1,0/0,0/2,0/0,0/1
2025 Bad Homburg R32,W vs Shnaider,33% (3/9),100% (3/3),0/0,22% (2/9),100% (2/2),2/2,1/1,0/0,0/0,0/0
2025 Rome R64,L vs Andreescu,25% (3/12),67% (2/3),0/4,67% (8/12),38% (3/8),1/1,0/0,1/2,0/0,1/1
2025 Doha R64,L vs Noskova,22% (2/9),50% (1/2),1/4,44% (4/9),0% (0/4),0/1,0/0,1/1,0/0,1/1
2025 Australian Open R32,W vs Shnaider,39% (7/18),86% (6/7),4/5,33% (6/18),17% (1/6),4/5,1/1,3/3,1/1,1/1
2024 US Open R16,L vs Zheng,20% (3/15),67% (2/3),0/3,33% (5/15),40% (2/5),0/1,0/0,2/2,0/0,0/0
2024 US Open R32,W vs Stearns,45% (5/11),80% (4/5),2/2,27% (3/11),33% (1/3),4/4,2/2,1/1,1/1,0/0
2024 US Open R64,W vs Minnen,40% (4/10),100% (4/4),0/0,11% (1/9),100% (1/1),3/3,1/1,1/1,0/0,0/0
2024 US Open R128,W vs Birrell,50% (5/10),80% (4/5),2/2,30% (3/10),33% (1/3),3/4,2/2,0/0,1/1,0/0
2024 Paris Olympics F,L vs Zheng,33% (3/9),33% (1/3),1/3,50% (4/8),0% (0/4),1/1,0/0,0/1,0/0,0/0
2024 Paris Olympics SF,W vs Schmiedlova,63% (5/8),80% (4/5),0/0,0% (0/8),- (0/0),4/4,2/2,0/0,1/1,0/0
2024 Paris Olympics QF,W vs Kostyuk,47% (7/15),71% (5/7),1/4,53% (8/15),25% (2/8),4/5,1/4,0/1,0/2,0/0
2024 Paris Olympics R16,W vs Gauff,40% (4/10),100% (4/4),1/2,50% (5/10),60% (3/5),3/3,0/0,3/3,0/0,0/0
2024 Paris Olympics R32,W vs Andreescu,70% (7/10),100% (7/7),3/4,67% (6/9),33% (2/6),3/5,0/0,0/0,0/0,0/0
2024 Wimbledon SF,L vs Paolini,60% (9/15),44% (4/9),1/2,40% (6/15),50% (3/6),3/4,1/1,2/3,0/0,2/2
2024 Wimbledon QF,W vs Sun,43% (6/14),67% (4/6),1/2,20% (3/15),33% (1/3),2/3,1/2,0/0,1/1,0/0
2024 Wimbledon R16,W vs Badosa,31% (4/13),100% (4/4),0/3,33% (4/12),25% (1/4),2/3,1/1,0/0,0/0,0/0
2026 (1 matches),,15.4%,100.0%,20.0%,50.0%,16.7%,100.0%,100.0%,100.0%,-,-
2025 (7 matches),,33.8%,75.0%,28.6%,48.6%,31.4%,73.3%,100.0%,66.7%,100.0%,75.0%
2024 (21 matches),,44.8%,70.8%,35.3%,34.9%,32.2%,77.1%,77.3%,74.1%,75.0%,50.0%
2023 (16 matches),,45.5%,76.3%,30.2%,42.5%,37.8%,72.2%,88.2%,80.0%,100.0%,85.7%
2022 (5 matches),,20.0%,90.9%,28.6%,40.7%,18.2%,70.0%,100.0%,60.0%,100.0%,33.3%
Career (324 matches),,44.5%,77.3%,33.3%,43.0%,26.7%,70.7%,71.3%,67.1%,77.0%,64.7%
