Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,7,5,2,71.4%,11-4,73.3%,83-55,60.1%,0-1,0.0%,7,83.6%,38.6%,4.5%,3.8%,65.7%,70.1%,53.1%,64.3%,44.2%,53.9%,1.24,F (Manila 125)
2022,6,2,4,33.3%,5-8,38.5%,51-63,44.7%,0-1,0.0%,5,63.0%,29.8%,5.3%,6.3%,61.8%,60.2%,51.4%,56.8%,39.8%,48.0%,0.92,QF (Paris 125)
2017,5,3,2,60.0%,7-5,58.3%,66-62,51.6%,3-1,75.0%,0,,,,,,,,,,,,SF (Saint Petersburg $100K)
2016,23,16,7,69.6%,35-20,63.6%,280-222,55.8%,2-4,33.3%,6,65.6%,34.4%,4.8%,6.9%,54.7%,63.7%,46.4%,55.9%,42.7%,49.2%,0.97,W (Sharm El Sheikh $100K)
2015,14,8,6,57.1%,21-15,58.3%,184-163,53.0%,5-2,71.4%,0,,,,,,,,,,,,QF (3x)
2013,6,5,1,83.3%,10-4,71.4%,75-54,58.1%,2-0,100.0%,0,,,,,,,,,,,,W (Istanbul 50K)
2012,40,32,8,80.0%,68-23,74.7%,495-339,59.4%,4-4,50.0%,0,,,,,,,,,,,,W (2x)
2011,29,23,6,79.3%,46-18,71.9%,353-225,61.1%,3-3,50.0%,0,,,,,,,,,,,,W (Chiswick 10K)
2010,2,0,2,0.0%,0-4,0.0%,7-24,22.6%,0-0,-,0,,,,,,,,,,,,R32 (2x)
Career,132,94,38,71.2%,203-101,66.8%,1594-1207,56.9%,19-16,54.3%,18,71.8%,34.8%,4.8%,5.6%,60.6%,65.4%,49.8%,59.2%,42.5%,50.6%,1.04,
