Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Australian Open R128,L vs Andreeva,0.0%,-,10.7%,50.0%,18.7%,21.2%,54.5%,6.0%,14.8%,3.2%,12.5%,75,51
2025 Chennai QF,L vs Birrell,0.0%,-,1.1%,0.0%,8.7%,18.2%,0.0%,7.4%,20.0%,3.3%,0.0%,-17,93
2025 Chennai R32,W vs Adkar,0.0%,-,3.4%,100.0%,22.8%,46.7%,0.0%,11.8%,42.9%,3.0%,75.0%,42,120
2025 Wuhan R64,L vs Bencic,0.0%,-,4.1%,75.0%,25.8%,33.3%,0.0%,4.8%,0.0%,0.0%,-,71,114
2025 Bad Homburg R32,W vs Shnaider,0.0%,-,10.0%,81.8%,32.2%,50.0%,0.0%,12.5%,28.6%,2.8%,50.0%,87,100
2025 Rome R64,L vs Andreescu,0.0%,-,3.7%,66.7%,22.0%,33.3%,37.5%,11.8%,45.5%,3.6%,25.0%,111,99
2025 Doha R64,L vs Noskova,0.0%,-,5.5%,50.0%,19.0%,21.4%,100.0%,6.7%,28.6%,1.9%,50.0%,29,60
2025 Australian Open R32,W vs Shnaider,0.0%,-,7.9%,47.4%,22.1%,32.4%,8.7%,13.6%,7.1%,3.0%,30.0%,25,48
2024 US Open R16,L vs Zheng,0.0%,-,6.3%,76.9%,18.1%,48.0%,25.0%,15.4%,35.0%,1.6%,50.0%,56,90
2024 Olympics F,L vs Zheng,0.0%,-,4.2%,20.0%,13.3%,33.3%,0.0%,5.3%,5.0%,2.6%,20.0%,41,32
2024 Olympics SF,W vs Schmiedlova,0.0%,-,4.3%,50.0%,26.2%,50.0%,33.3%,9.4%,27.3%,2.8%,75.0%,26,80
2024 Olympics QF,W vs Kostyuk,0.0%,-,8.5%,73.7%,23.9%,35.2%,25.0%,7.2%,6.9%,4.3%,28.6%,86,46
2024 Olympics R16,W vs Gauff,0.0%,-,8.3%,75.0%,22.4%,38.2%,0.0%,10.5%,16.0%,6.3%,38.5%,166,125
2024 Olympics R32,W vs Andreescu,0.0%,-,5.6%,87.5%,18.6%,25.0%,25.0%,17.5%,42.9%,3.4%,50.0%,117,107
2024 Wimbledon SF,L vs Paolini,0.0%,-,8.3%,63.2%,14.7%,24.5%,57.1%,13.2%,21.4%,3.4%,15.4%,81,102
2024 Wimbledon QF,W vs Sun,0.0%,-,3.9%,100.0%,35.7%,57.9%,50.0%,12.8%,37.5%,4.1%,50.0%,144,176
2024 Bad Homburg F,L vs Shnaider,0.0%,-,8.5%,93.3%,31.9%,43.5%,20.0%,15.2%,25.0%,4.6%,54.5%,80,65
2024 Roland Garros R32,L vs Danilovic,0.0%,-,3.2%,87.5%,16.9%,23.9%,13.8%,5.2%,22.2%,3.4%,56.3%,-21,-18
2024 Stuttgart R32,L vs Vondrousova,0.0%,-,11.0%,46.2%,20.0%,35.0%,0.0%,8.0%,10.0%,7.9%,7.1%,77,30
2024 Indian Wells R64,L vs Wozniacki,0.0%,-,6.0%,55.6%,26.4%,43.8%,0.0%,5.7%,13.8%,2.7%,42.9%,95,106
Last 52 Weeks (6 matches),,0.0%,-,5.8%,66.7%,21.5%,32.8%,40.9%,9.2%,23.4%,2.9%,28.6%,69,92
Career (85 matches),,0.0%,-,6.1%,65.9%,17.1%,27.7%,23.6%,8.3%,21.0%,2.6%,36.4%,30,48
