Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Australian Open R128,L vs Andreeva,73.2%,34.6%,2.8%,0/2,2.32,28.3%,73.9%,26.5%,2.2%,2.50,42.4%,81.8%,50.0%,4.5%,2.11,11.1%
2025 Chennai QF,L vs Birrell,65.1%,25.0%,9.3%,2/2,2.29,0.0%,75.0%,28.6%,0.0%,2.17,0.0%,53.8%,14.3%,30.8%,2.34,0.0%
2025 Chennai R32,W vs Adkar,78.3%,69.4%,13.0%,6/0,2.74,10.0%,79.4%,70.4%,2.9%,2.78,22.2%,90.0%,66.7%,50.0%,2.71,0.0%
2025 Wuhan R64,L vs Bencic,54.0%,51.9%,12.0%,4/2,2.46,17.2%,55.9%,47.4%,0.0%,2.50,36.4%,57.1%,62.5%,42.9%,2.44,5.6%
2025 Bad Homburg R32,W vs Shnaider,72.0%,55.6%,10.0%,3/2,2.43,10.3%,69.7%,52.2%,6.1%,2.48,21.1%,81.3%,61.5%,18.8%,2.38,0.0%
2025 Rome R64,L vs Andreescu,61.6%,44.4%,9.6%,2/5,2.46,6.3%,61.2%,36.7%,2.0%,2.54,13.3%,83.3%,60.0%,33.3%,2.39,0.0%
2025 Doha R64,L vs Noskova,53.7%,51.7%,7.4%,2/2,2.39,6.1%,51.4%,44.4%,5.7%,2.40,11.1%,61.1%,63.6%,11.1%,2.39,0.0%
2025 Australian Open R32,W vs Shnaider,76.2%,49.5%,4.1%,2/3,2.09,21.6%,78.4%,44.8%,0.0%,2.12,35.9%,83.3%,57.1%,11.9%,2.06,5.7%
2024 US Open R16,L vs Zheng,65.1%,46.5%,11.0%,6/6,2.47,8.6%,61.9%,30.8%,6.3%,2.40,16.1%,80.0%,65.6%,20.0%,2.56,0.0%
2024 Olympics F,L vs Zheng,70.5%,44.2%,8.2%,4/1,2.49,0.0%,63.0%,41.2%,7.4%,2.60,0.0%,83.9%,46.2%,9.7%,2.39,0.0%
2024 Olympics SF,W vs Schmiedlova,66.0%,67.7%,2.1%,1/0,2.13,11.5%,63.0%,64.7%,0.0%,1.96,21.4%,87.5%,71.4%,6.3%,2.32,0.0%
2024 Olympics QF,W vs Kostyuk,77.5%,53.2%,12.7%,12/1,2.30,6.8%,78.4%,43.1%,8.1%,2.27,11.8%,84.0%,81.0%,28.0%,2.34,0.0%
2024 Olympics R16,W vs Gauff,62.7%,61.9%,0.0%,0/0,2.51,1.8%,76.2%,59.4%,0.0%,2.35,3.8%,55.6%,70.0%,0.0%,2.67,0.0%
2024 Olympics R32,W vs Andreescu,69.7%,67.4%,21.2%,6/8,2.65,19.2%,76.3%,65.5%,15.8%,2.45,32.1%,77.3%,70.6%,36.4%,2.87,4.2%
2024 Wimbledon SF,L vs Paolini,78.3%,49.5%,3.9%,1/4,2.24,10.2%,75.3%,44.3%,0.0%,2.05,17.2%,88.9%,57.5%,11.1%,2.43,3.3%
2024 Wimbledon QF,W vs Sun,66.0%,57.8%,8.2%,2/6,2.42,4.5%,62.1%,52.8%,3.4%,2.47,10.0%,77.8%,64.3%,16.7%,2.39,0.0%
2024 Bad Homburg F,L vs Shnaider,72.6%,57.1%,3.8%,1/3,2.51,22.4%,69.0%,57.1%,1.4%,2.62,37.0%,82.4%,57.1%,8.8%,2.43,8.7%
2024 Roland Garros R32,L vs Danilovic,79.3%,53.2%,3.6%,0/5,2.55,9.8%,80.6%,53.3%,1.1%,2.47,16.3%,90.0%,52.8%,10.0%,2.66,0.0%
2024 Stuttgart R32,L vs Vondrousova,62.1%,46.3%,4.5%,1/2,2.10,39.0%,54.1%,55.0%,2.7%,1.88,65.2%,91.3%,38.1%,8.7%,2.40,5.6%
2024 Indian Wells R64,L vs Wozniacki,76.3%,39.7%,3.9%,2/1,2.24,10.2%,77.1%,37.8%,4.2%,2.13,17.2%,84.0%,42.9%,4.0%,2.40,0.0%
Last 52 Weeks (6 matches),,67.3%,46.4%,9.0%,56.7%,2.45,13.2%,68.8%,42.9%,2.2%,2.53,25.2%,75.3%,54.3%,26.9%,2.39,2.9%
Career (85 matches),,69.4%,50.7%,5.9%,59.7%,2.44,11.9%,69.8%,47.0%,3.2%,2.41,20.0%,80.6%,56.6%,12.1%,2.48,2.2%
