Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2026 Australian Open R128,L vs Andreeva,4.1,4.0,4.1,42.9%,35.9%,50.0%,33.3%,59.8%,11.9%,15.5,10.5,-15.5,-18.9
2025 Chennai QF,L vs Birrell,3.2,2.9,3.6,36.8%,31.6%,27.3%,50.0%,57.0%,7.7%,-9.5,-14.4,-3.0,-7.3
2025 Chennai R32,W vs Adkar,3.0,2.8,3.4,58.5%,54.5%,81.8%,25.0%,56.7%,10.3%,13.0,17.8,3.0,5.8
2025 Wuhan R64,L vs Bencic,2.5,2.5,2.5,39.5%,35.7%,28.6%,100.0%,54.5%,2.5%,0.5,1.1,-0.5,-1.4
2025 Bad Homburg R32,W vs Shnaider,3.4,3.2,3.6,55.1%,69.2%,41.7%,66.7%,54.9%,6.2%,18.0,23.4,2.5,4.1
2025 Rome R64,L vs Andreescu,3.4,3.3,3.5,41.4%,53.5%,53.3%,28.6%,58.6%,9.8%,11.0,9.0,3.0,3.9
2025 Doha R64,L vs Noskova,2.8,3.1,2.5,40.8%,54.2%,25.0%,0.0%,53.8%,8.2%,5.5,10.6,-2.0,-4.5
2025 Australian Open R32,W vs Shnaider,3.5,3.2,3.9,53.7%,50.9%,34.8%,58.3%,58.4%,8.6%,18.0,9.7,0.5,0.4
2024 US Open R16,L vs Zheng,3.2,2.9,3.4,44.4%,76.3%,33.3%,22.2%,57.6%,8.3%,9.5,6.7,9.5,9.8
2024 Olympics F,L vs Zheng,3.9,3.7,4.1,45.1%,42.9%,41.7%,33.3%,54.6%,10.1%,5.5,5.4,-7.5,-10.3
2024 Olympics SF,W vs Schmiedlova,3.8,4.1,3.4,62.7%,55.6%,66.7%,83.3%,62.5%,7.4%,18.0,21.7,5.0,11.4
2024 Olympics QF,W vs Kostyuk,3.6,3.5,3.8,46.9%,52.5%,43.5%,63.6%,59.2%,12.8%,21.5,11.7,0.0,0.0
2024 Olympics R16,W vs Gauff,3.5,3.8,3.2,54.4%,60.0%,50.0%,60.0%,52.2%,13.1%,10.0,10.0,0.0,0.0
2024 Olympics R32,W vs Andreescu,3.1,3.0,3.3,50.0%,60.0%,60.0%,80.0%,53.4%,13.3%,12.0,13.3,5.5,8.2
2024 Wimbledon SF,L vs Paolini,3.8,3.1,4.4,54.6%,45.9%,41.7%,64.3%,56.3%,9.1%,8.5,4.2,4.0,2.7
2024 Wimbledon QF,W vs Sun,2.7,2.4,3.1,53.7%,60.6%,70.0%,75.0%,54.6%,9.0%,22.0,22.0,8.0,10.1
2024 Bad Homburg F,L vs Shnaider,3.4,3.2,3.6,45.9%,67.3%,50.0%,37.5%,40.6%,13.4%,16.0,17.8,13.0,10.9
2024 Roland Garros R32,L vs Danilovic,4.4,3.9,4.8,54.5%,60.5%,42.3%,20.8%,47.2%,9.3%,8.5,4.1,8.0,3.9
2024 Stuttgart R32,L vs Vondrousova,3.6,3.5,3.8,43.7%,50.0%,37.5%,40.0%,43.5%,16.0%,7.5,10.6,0.0,0.0
2024 Indian Wells R64,L vs Wozniacki,4.1,3.9,4.2,43.3%,48.4%,68.8%,50.0%,52.9%,7.4%,12.5,9.6,-7.0,-6.6
Last 52 Weeks (6 matches),,3.3,3.2,3.5,45.8%,47.9%,48.6%,38.5%,57.5%,8.8%,8.1,9.1,-1.8,-3.0
Career (85 matches),,3.6,3.5,3.7,49.5%,48.9%,46.2%,48.8%,54.7%,8.6%,7.4,6.6,0.0,0.0
